Year	Month	Day	Conc_μg_l	Q_m3_s
2017 	7 	12 	12.1 	40.701 
2017 	8 	13 	12.1 	33.908 
2017 	9 	18 	13.8 	143.251 
2017 	10 	17 	12.8 	64.414 
2017 	11 	14 	9.4 	32.836 
2017 	12 	11 	8.3 	30.130 
2018 	1 	15 	8.6 	22.241 
2018 	2 	14 	9.7 	7.808 
2018 	3 	13 	10.3 	5.597 
2018 	4 	16 	11.7 	13.791 
2018 	5 	12 	18.6 	569.669 
2018 	6 	13 	15.9 	27.632 
2018 	7 	11 	15.6 	19.626 
2018 	8 	13 	13.4 	12.452 
2018 	9 	12 	14.3 	14.428 
2018 	10 	14 	13.0 	27.173 
2018 	11 	19 	10.7 	41.526 
2018 	12 	11 	11.1 	18.006 
