Year	Month	Day	Conc_μg_l	Q_m3_s
2012 	5 	14 	10.0 	5.779 
2012 	6 	14 	13.0 	2.815 
2012 	7 	12 	88.0 	11.908 
2012 	8 	20 	21.0 	2.437 
2012 	9 	17 	26.0 	6.655 
2012 	10 	15 	25.0 	18.060 
2012 	11 	15 	17.0 	9.730 
2012 	12 	12 	15.0 	4.691 
2013 	1 	14 	16.0 	9.446 
2013 	2 	14 	13.0 	4.677 
2013 	3 	18 	13.0 	2.200 
2013 	4 	15 	19.0 	3.397 
2013 	5 	15 	14.0 	2.577 
2013 	6 	17 	28.0 	6.311 
2013 	7 	8 	18.0 	2.978 
2013 	8 	13 	37.0 	6.278 
2013 	9 	16 	24.0 	2.259 
2013 	10 	15 	15.0 	1.430 
2013 	11 	14 	15.0 	15.132 
2013 	12 	16 	13.0 	12.697 
2014 	1 	15 	11.0 	16.758 
2014 	2 	17 	10.2 	16.788 
2014 	3 	18 	20.2 	7.593 
2014 	4 	15 	13.0 	8.303 
2014 	5 	15 	17.6 	7.253 
2014 	6 	14 	17.5 	1.729 
2014 	7 	14 	54.8 	6.412 
2014 	8 	7 	26.4 	3.054 
2014 	9 	16 	20.2 	4.432 
2014 	10 	15 	25.6 	5.841 
2014 	11 	17 	32.2 	5.109 
2014 	12 	15 	20.5 	24.720 
2015 	1 	14 	18.0 	26.386 
2015 	2 	16 	11.4 	5.892 
2015 	3 	12 	15.2 	7.235 
2015 	4 	15 	90.2 	12.769 
2015 	5 	18 	12.8 	6.107 
2015 	6 	10 	14.2 	4.853 
2015 	7 	13 	19.9 	3.859 
2015 	8 	10 	21.2 	2.951 
2015 	9 	15 	18.6 	2.790 
2015 	10 	13 	16.8 	1.903 
2015 	11 	18 	25.9 	13.680 
2015 	12 	14 	14.5 	18.700 
2016 	1 	16 	14.4 	6.047 
2016 	2 	16 	12.7 	11.893 
2016 	3 	15 	11.1 	7.097 
2016 	4 	14 	14.7 	6.501 
2016 	5 	17 	11.8 	2.312 
2016 	6 	14 	12.5 	0.907 
2016 	7 	13 	16.8 	2.075 
2016 	8 	16 	20.9 	4.261 
2016 	9 	13 	16.6 	0.883 
2016 	10 	17 	15.3 	0.818 
2016 	11 	15 	37.7 	4.874 
2016 	12 	14 	14.2 	5.443 
2017 	1 	16 	12.3 	6.081 
2017 	2 	15 	13.3 	2.505 
2017 	3 	15 	15.5 	6.508 
2017 	4 	18 	11.8 	6.044 
2017 	5 	15 	11.5 	2.323 
2017 	6 	14 	23.3 	12.615 
2017 	7 	11 	17.3 	2.084 
2017 	8 	14 	20.3 	2.374 
2017 	9 	13 	25.1 	15.113 
2017 	10 	12 	28.7 	13.665 
2017 	11 	21 	19.4 	15.137 
2017 	12 	14 	23.7 	20.661 
2018 	1 	16 	18.8 	9.675 
2018 	2 	13 	14.4 	8.588 
2018 	3 	14 	23.2 	7.134 
2018 	4 	16 	15.8 	5.525 
2018 	5 	15 	14.3 	1.839 
2018 	6 	13 	14.9 	0.586 
2018 	7 	11 	17.4 	0.319 
2018 	8 	15 	22.5 	0.322 
2018 	9 	12 	18.1 	2.202 
2018 	10 	18 	17.9 	3.114 
2018 	11 	14 	15.4 	6.239 
2018 	12 	13 	17.2 	12.590 
