Year	Month	Day	Conc_μg_l	Q_m3_s
2014 	10 	20 	14.7 	0.038 
2014 	11 	17 	15.0 	0.047 
2014 	12 	15 	14.4 	0.078 
2015 	1 	12 	14.2 	0.065 
2015 	2 	16 	14.1 	0.124 
2015 	3 	18 	18.0 	0.083 
2015 	4 	14 	19.6 	0.079 
2015 	5 	18 	17.3 	0.065 
2015 	6 	15 	19.7 	0.037 
2015 	7 	14 	19.7 	0.043 
2015 	8 	17 	16.0 	0.040 
2015 	9 	14 	26.2 	0.029 
2015 	10 	12 	14.7 	0.025 
2015 	11 	16 	13.3 	0.024 
2015 	12 	14 	15.0 	0.048 
2016 	1 	11 	14.2 	0.043 
2016 	2 	21 	11.5 	0.051 
2016 	3 	15 	13.9 	0.060 
2016 	4 	12 	13.8 	0.045 
2016 	5 	23 	20.4 	0.018 
2016 	6 	14 	15.4 	0.014 
2016 	7 	11 	11.2 	0.012 
2016 	8 	16 	10.3 	0.008 
2016 	9 	12 	21.4 	0.007 
2016 	10 	17 	16.5 	0.006 
2016 	11 	14 	18.7 	0.064 
2016 	12 	12 	13.3 	0.058 
2017 	1 	16 	13.8 	0.056 
2017 	2 	14 	11.1 	0.053 
2017 	3 	13 	12.2 	0.064 
2017 	4 	18 	12.1 	0.051 
2017 	5 	16 	13.2 	0.024 
2017 	6 	12 	15.0 	0.021 
2017 	7 	11 	11.8 	0.018 
2017 	8 	14 	10.9 	0.013 
2017 	9 	12 	12.0 	0.030 
2017 	10 	16 	18.4 	0.025 
2017 	11 	13 	14.1 	0.036 
2017 	12 	12 	12.8 	0.094 
2018 	1 	15 	14.4 	0.118 
2018 	2 	14 	15.9 	0.107 
2018 	3 	19 	17.0 	0.086 
2018 	4 	16 	17.3 	0.152 
2018 	5 	14 	17.8 	0.048 
2018 	6 	11 	14.7 	0.027 
2018 	7 	9 	12.8 	0.023 
2018 	8 	13 	12.4 	0.021 
2018 	9 	24 	11.7 	0.023 
2018 	10 	15 	14.6 	0.019 
2018 	11 	12 	13.4 	0.027 
2018 	12 	10 	12.5 	0.057 
