Year	Month	Day	Conc_μg_l	Q_m3_s
2014 	5 	19 	7.6 	585.640 
2014 	6 	13 	7.8 	770.940 
2014 	7 	4 	7.8 	257.829 
2014 	8 	14 	7.8 	210.090 
2014 	9 	17 	5.1 	205.390 
2014 	10 	14 	7.0 	377.520 
2014 	11 	18 	6.0 	395.210 
2014 	12 	16 	4.9 	434.780 
2015 	1 	15 	4.9 	507.750 
2015 	2 	13 	6.0 	642.670 
2015 	3 	17 	4.2 	566.530 
2015 	4 	17 	8.6 	641.040 
2015 	5 	15 	9.5 	929.200 
2015 	6 	16 	7.9 	915.900 
2015 	7 	9 	6.6 	358.600 
2015 	8 	13 	5.7 	502.560 
2015 	9 	21 	5.9 	413.750 
2015 	10 	21 	4.6 	577.760 
2015 	11 	13 	4.0 	598.210 
2015 	12 	15 	4.2 	691.180 
2016 	1 	14 	3.5 	641.090 
2016 	2 	16 	3.2 	638.560 
2016 	3 	14 	2.5 	540.900 
2016 	4 	12 	8.2 	483.310 
2016 	5 	19 	7.2 	617.700 
2016 	6 	16 	9.0 	188.870 
2016 	7 	13 	8.4 	233.240 
2016 	8 	18 	7.1 	192.670 
2016 	9 	16 	5.9 	342.940 
2016 	10 	18 	5.4 	394.620 
2016 	11 	22 	3.4 	417.380 
2016 	12 	13 	4.3 	496.740 
2017 	1 	13 	4.7 	494.400 
2017 	2 	14 	4.2 	622.170 
2017 	3 	14 	3.1 	488.730 
2017 	4 	10 	8.1 	466.140 
2017 	5 	17 	6.1 	688.510 
2017 	6 	14 	7.8 	365.660 
2017 	7 	24 	6.8 	648.150 
2017 	8 	16 	5.2 	560.240 
2017 	9 	18 	5.5 	481.520 
2017 	10 	19 	6.2 	652.030 
2017 	11 	16 	4.4 	528.590 
2017 	12 	11 	4.6 	556.710 
2018 	1 	12 	3.9 	616.490 
2018 	2 	9 	4.0 	636.670 
2018 	3 	15 	2.0 	621.210 
2018 	4 	20 	8.0 	355.880 
2018 	5 	17 	11.8 	1294.260 
2018 	6 	14 	8.5 	339.330 
2018 	7 	12 	7.2 	309.200 
2018 	8 	21 	5.8 	354.400 
2018 	9 	17 	6.0 	410.340 
2018 	10 	15 	5.5 	379.270 
2018 	11 	14 	5.6 	586.460 
2018 	12 	11 	4.5 	586.160 
