Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2013      3         13        0.005               0.1                 1.67                
2013      4         9         0.005               0.08                1.84                
2013      5         14        0.031               0.16                2.66                
2013      6         12        0.26                0.25                3.04                
2013      7         10        0.44                0.65                181.47              
2013      8         13        0.052               1.1                 1112.61             
2013      9         9         0.029               0.74                105.17              
2013      10        9         0.011               0.6                 96.2                
2013      11        12        0.005               0.72                76.96               
2013      12        5         0.011               0.6                 22.92               
2014      1         13        0.007               0.12                2.32                
2014      2         11        0.003               0.12                1.85                
2014      3         12        0.009               0.06                1.65                
2014      4         8         0.008               0.13                1.96                
2014      5         13        0.032               0.31                4.43                
2014      6         12        0.015               0.38                14.17               
2014      7         10        0.028               0.82                288.73              
2014      8         12        0.017               0.74                144.44              
2014      9         9         0.021               0.43                28.0                
2014      10        14        0.021               0.29                5.78                
2014      11        11        0.003               0.13                2.05                
2014      12        8         0.003               0.08                2.02                
2015      1         12        0.004               0.08                1.89                
2015      2         11        0.003               0.17                1.89                
2015      3         10        0.003               0.12                1.76                
2015      4         14        0.011               0.09                1.9                 
2015      5         13        0.011               0.09                2.23                
2015      6         10        0.073               0.31                4.27                
2015      7         14        0.042               0.63                34.34               
2015      8         11        0.02                0.73                205.88              
2015      9         8         0.012               0.93                159.17              
2015      10        14        0.015               0.31                4.51                
2015      11        10        0.009               0.15                1.77                
2015      12        3         0.005               0.09                1.57                
2016      1         11        0.003               0.07                1.45                
2016      2         11        0.003               0.04                1.41                
2016      3         8         0.011               0.08                1.58                
2016      4         12        0.003               0.08                1.64                
2016      5         10        0.016               0.1                 1.49                
2016      6         15        0.053               0.39                2.77                
2016      7         14        0.38                1.1                 595.01              
2016      8         10        0.019               0.61                88.26               
2016      9         8         0.018               0.67                91.94               
2016      10        12        0.006               0.87                122.38              
2016      11        8         0.019               0.71                26.77               
2016      12        6         0.02                0.52                6.84                
2017      1         17        0.003               0.14                1.54                
2017      2         14        0.005               0.08                1.19                
2017      3         15        0.017               0.1                 1.31                
2017      4         11        0.013               0.07                1.28                
2017      5         16        0.022               0.23                2.8                 
2017      6         14        0.018               0.38                10.51               
2017      7         12        0.018               0.77                91.24               
2017      8         10        0.032               1.1                 416.71              
2017      9         21        0.012               0.96                242.34              
2017      10        11        0.013               0.77                61.21               
2017      11        21        0.008               0.79                48.86               
2017      12        13        0.017               0.51                7.27                
2018      1         24        0.004               0.12                1.33                
2018      2         14        0.003               0.07                1.28                
2018      3         14        0.009               0.06                1.26                
2018      4         18        0.012               0.11                1.31                
2018      5         8         0.025               0.2                 1.51                
2018      6         14        0.035               0.27                4.87                
2018      7         16        0.016               0.64                95.09               
2018      8         16        0.036               1.1                 391.73              
2018      9         11        0.014               0.67                65.72               
2018      10        30        0.019               0.34                3.98                
2018      11        21        0.021               0.17                2.28                
2018      12        11        0.01                0.23                2.07                
