Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2009      2         3         0.003               0.96                0.0                 
2009      3         2         0.006               1.3                 0.0                 
2009      4         6         0.008               0.83                6.35                
2009      5         6         0.01                0.76                23.64               
2009      6         1         0.03                0.66                50.79               
2009      7         9         0.189               0.68                153.44              
2009      8         3         0.283               0.31                71.9                
2009      9         8         0.331               0.75                204.4               
2009      10        5         0.244               0.87                209.1               
2009      11        5         0.002               0.78                37.19               
2010      1         4         0.021               0.77                16.62               
2010      2         2         0.002               0.53                1.08                
2010      3         2         0.01                0.62                14.1                
2010      4         6         0.055               0.42                15.35               
2010      5         3         0.187               0.62                34.59               
2010      7         5         0.79                0.57                93.32               
2010      8         2         0.55                0.72                70.83               
2010      9         6         0.61                3.8                 8762.54             
2010      10        4         0.49                1.2                 121.73              
2010      11        3         0.55                2.2                 1191.06             
2010      12        2         0.62                1.5                 456.78              
2011      1         6         0.008               1.0                 42.22               
2011      2         1         0.28                2.1                 424.94              
2011      3         1         0.042               1.4                 105.8               
2011      4         6         0.006               0.99                48.53               
2011      5         2         0.008               0.81                65.33               
2011      6         2         0.54                0.71                152.04              
2011      7         5         0.6                 0.92                161.26              
2011      8         3         0.51                1.6                 318.58              
2011      9         5         0.47                1.3                 132.67              
2011      10        5         0.74                0.93                523.63              
2011      11        3         1.1                 0.94                194.63              
2011      12        8         0.34                1.2                 85.23               
2012      1         5         0.006               0.8                 14.5                
2012      2         7         0.006               0.84                7.89                
2012      3         7         0.16                0.93                143.46              
2012      4         2         0.003               0.7                 31.25               
2012      5         3         0.003               0.69                42.96               
2012      6         7         1.2                 2.1                 6743.71             
2012      7         4         1.2                 1.5                 1656.41             
2012      8         2         0.33                1.7                 718.0               
2012      9         6         0.29                1.5                 514.96              
2012      10        3         0.1                 0.92                793.9               
2012      11        7         0.053               0.78                81.38               
2012      12        5         0.006               0.65                134.8               
2013      1         2         0.004               0.68                17.05               
2013      2         7         0.003               0.71                18.07               
2013      3         6         0.003               0.82                27.87               
2013      4         4         0.006               0.19                10.0                
2013      5         1         0.02                0.76                24.01               
2013      6         4         0.013               0.66                147.28              
2013      7         3         1.4                 0.83                52.26               
2013      8         7         0.92                1.7                 1862.8              
2013      9         5         0.35                1.4                 260.07              
2013      10        1         0.27                1.4                 786.06              
2013      11        7         0.19                0.9                 111.42              
2013      12        4         0.056               0.62                144.81              
2014      1         8         0.003               0.59                34.93               
2014      2         4         0.006               0.68                5.99                
2014      3         6         0.004               0.82                4.16                
2014      4         3         0.005               0.59                32.27               
2014      5         5         0.034               0.67                107.72              
2014      6         2         0.068               0.42                70.59               
2014      7         2         0.87                0.71                873.23              
2014      9         3         0.32                0.97                127.33              
2014      10        2         0.032               0.6                 60.5                
2014      11        6         0.007               0.58                41.53               
2014      12        3         0.006               0.59                17.94               
2015      2         3         0.003               0.8                 10.38               
2015      3         3         0.003               0.75                16.39               
2015      4         7         0.013               0.58                8.81                
2015      5         5         0.016               0.63                27.27               
2015      6         2         0.23                0.72                43.37               
2015      7         7         0.079               0.93                38.86               
2015      8         4         0.76                0.38                126.65              
2015      9         2         0.37                0.56                88.93               
2015      10        6         0.004               0.63                48.48               
2015      11        5         0.008               0.59                13.42               
2015      12        3         0.003               0.66                5.7                 
2016      1         6         0.003               0.66                6.16                
2016      2         2         0.003               0.7                 12.92               
2016      3         2         0.011               0.7                 2.99                
2016      4         7         0.017               0.77                2.53                
2016      5         4         0.06                0.83                8.69                
2016      6         8         0.5                 0.51                43.73               
2016      7         11        2.2                 0.94                617.86              
2016      8         2         0.56                0.97                994.28              
2016      9         1         0.56                1.2                 222.33              
2016      10        4         0.6                 3.1                 8034.53             
2016      11        8         0.55                0.44                208.01              
2016      12        1         0.003               1.1                 65.5                
2017      1         10        0.003               0.75                31.6                
2017      2         7         0.009               0.74                14.19               
2017      3         2         0.003               0.69                11.55               
2017      4         3         0.012               0.76                21.03               
2017      5         4         2.8                 3.5                 179.97              
2017      6         6         1.0                 0.72                119.51              
2017      7         6         0.33                0.64                76.11               
2017      8         3         0.4                 0.69                217.01              
2017      9         7         0.34                1.7                 2346.21             
2017      10        4         0.27                1.3                 245.19              
2017      11        9         0.003               0.88                63.7                
2017      12        5         0.034               0.91                320.06              
2018      1         10        0.02                0.71                4.07                
2018      2         7         0.003               0.68                20.43               
2018      3         7         0.005               0.67                4.5                 
2018      4         5         0.003               0.74                13.56               
2018      5         9         0.032               0.71                14.04               
2018      6         6         0.37                0.75                69.83               
2018      7         10        0.98                0.44                597.62              
2018      8         6         1.0                 1.0                 873.11              
2018      9         3         0.38                1.1                 155.06              
2018      10        9         0.003               0.84                39.18               
2018      11        7         0.003               0.68                27.94               
2018      12        4         0.003               0.76                28.04               
