Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2010      6         2         0.038               0.61                46.04               
2010      7         6         0.088               0.82                89.57               
2010      8         4         1.1                 2.1                 1080.72             
2010      9         14        0.32                3.1                 4617.83             
2010      10        5         0.78                2.3                 436.0               
2010      11        3         0.66                2.6                 1053.35             
2010      12        2         0.086               1.5                 385.21              
2011      1         5         0.097               2.1                 451.75              
2011      2         8         0.005               3.1                 765.7               
2011      3         8         0.064               2.0                 352.06              
2011      4         5         0.087               1.3                 186.99              
2011      5         3         0.38                1.2                 173.93              
2011      6         7         0.5                 1.6                 553.19              
2011      7         5         1.3                 3.1                 795.09              
2011      8         2         0.79                2.8                 1106.14             
2011      9         6         0.58                1.8                 550.95              
2011      10        4         0.67                1.5                 279.46              
2011      11        8         0.007               1.1                 154.66              
2011      12        6         0.05                1.2                 62.75               
2012      1         5         0.021               2.1                 14.9                
2012      2         7         0.02                1.1                 9.68                
2012      3         6         0.019               0.93                11.32               
2012      4         3         0.003               0.81                13.24               
2012      5         7         0.031               1.0                 34.82               
2012      6         5         0.26                0.97                116.91              
2012      7         4         0.63                1.2                 344.76              
2012      8         7         1.8                 2.3                 432.95              
2012      9         4         0.66                2.3                 875.32              
2012      10        3         0.47                1.8                 410.91              
2012      11        6         0.13                2.8                 103.25              
2012      12        4         0.003               1.1                 31.38               
2013      1         2         0.009               0.97                14.13               
2013      2         5         0.003               0.87                8.9                 
2013      3         4         0.009               0.88                6.86                
2013      4         3         0.12                0.9                 10.37               
2013      5         7         0.013               0.64                12.65               
2013      6         5         0.024               0.59                34.32               
2013      7         2         0.069               0.81                57.67               
2013      8         6         0.26                0.87                417.6               
2013      9         3         1.0                 2.6                 517.78              
2013      10        2         0.76                2.1                 829.94              
2013      11        6         0.13                1.8                 190.92              
2013      12        3         0.019               1.2                 84.4                
2014      1         7         0.003               0.99                28.6                
2014      2         5         0.004               0.89                4.08                
2014      3         5         0.003               0.85                6.53                
2014      4         2         0.008               0.66                11.74               
2014      5         6         0.006               0.58                31.07               
2014      6         3         0.01                0.76                49.66               
2014      7         2         2.7                 2.0                 706.46              
2014      7         2         2.7                 2.0                 706.46              
2014      8         5         1.5                 2.7                 2500.78             
2014      9         2         1.0                 1.7                 159.6               
2014      10        7         0.003               1.4                 77.8                
2014      11        4         0.016               1.1                 33.26               
2014      11        11        0.015               0.98                26.74               
2014      12        2         0.003               0.79                11.87               
2015      2         3         0.007               1.1                 7.8                 
2015      3         3         0.003               1.1                 7.08                
2015      5         5         0.004               0.64                14.43               
2015      6         2         0.003               0.96                56.15               
2015      7         7         0.032               0.7                 55.45               
2015      8         4         0.006               1.2                 107.05              
2015      9         2         0.08                0.89                76.57               
2015      10        6         0.003               1.2                 54.43               
2015      11        4         0.003               0.84                20.17               
2015      12        1         0.007               0.78                9.42                
2016      1         5         0.003               0.89                3.29                
2016      2         4         0.008               0.61                4.7                 
2016      3         2         0.003               0.96                6.87                
2016      4         5         0.024               0.82                6.58                
2016      5         3         0.016               0.61                16.14               
2016      6         7         0.065               0.35                52.13               
2016      7         5         3.2                 1.7                 286.95              
2016      8         2         2.1                 2.7                 1023.79             
2016      9         6         0.53                2.0                 369.36              
2016      10        6         0.47                2.5                 6750.19             
2016      11        1         0.47                2.5                 1027.24             
2016      12        1         0.16                2.0                 147.51              
2017      1         9         0.018               1.7                 35.42               
2017      2         6         0.013               1.0                 20.82               
2017      3         7         0.004               1.1                 8.79                
2017      4         5         0.003               1.3                 31.12               
2017      5         1         0.18                0.93                315.94              
2017      6         5         1.1                 1.4                 141.31              
2017      7         3         0.4                 0.89                94.06               
2017      8         2         0.79                1.9                 237.44              
2017      9         5         0.95                2.2                 1596.26             
2017      10        4         0.69                2.3                 614.96              
2017      11        7         0.019               1.6                 94.86               
2017      12        5         0.003               1.1                 96.68               
2018      1         15        0.034               1.4                 19.25               
2018      2         5         0.025               1.7                 6.16                
2018      3         5         0.021               1.2                 8.61                
2018      4         5         0.003               1.5                 10.9                
2018      5         1         0.008               0.72                13.27               
2018      6         4         0.003               0.89                70.18               
2018      7         2         4.6                 1.6                 125.83              
2018      8         6         2.2                 2.4                 968.29              
2018      9         3         1.5                 1.9                 332.34              
2018      10        8         0.46                1.5                 65.18               
2018      11        7         0.02                1.2                 44.66               
2018      12        3         0.004               1.4                 34.29               
