Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2008      11        18        0.06                0.24                61.04               
2008      12        16        0.26                1.1                 1293.14             
2009      1         15        0.13                0.21                180.14              
2009      2         19        0.07                0.37                93.57               
2009      3         19        0.05                0.18                62.78               
2009      4         23        0.06                0.15                58.33               
2009      5         21        0.1                 0.14                47.24               
2009      6         16        0.2                 0.22                86.33               
2009      8         3         0.21                0.05                69.75               
2009      8         25        0.144               0.05                65.97               
2009      9         24        0.089               0.08                79.28               
2009      10        20        0.187               0.21                335.05              
2009      11        19        0.122               0.15                98.35               
2009      12        15        0.107               0.22                82.98               
2010      1         21        0.053               0.12                92.29               
2010      2         18        0.301               0.27                497.62              
2010      3         18        0.108               0.14                84.44               
2010      5         20        0.203               0.05                72.13               
2010      6         24        0.293               0.11                119.01              
2010      7         22        0.26                0.12                92.37               
2010      8         19        0.35                0.18                293.79              
2010      9         23        0.23                0.14                107.95              
2010      10        19        0.16                0.34                180.0               
2010      11        16        0.1                 0.19                126.53              
2010      12        14        0.12                0.33                108.77              
2011      1         18        0.055               0.26                78.81               
2011      2         15        0.064               0.27                93.72               
2011      3         15        0.076               0.23                94.38               
2011      4         19        0.27                0.28                244.07              
2011      5         17        0.28                0.26                265.33              
2011      6         21        0.53                0.29                898.06              
2011      7         19        0.35                0.26                418.99              
2011      8         16        0.38                0.22                618.03              
2011      9         13        0.28                0.28                558.24              
2011      10        18        0.28                0.17                312.56              
2011      11        15        0.22                0.27                321.11              
2011      12        13        0.21                0.22                303.7               
2012      1         17        0.16                0.22                196.01              
2012      2         8         0.12                0.26                136.21              
2012      3         14        0.42                0.34                1283.18             
2012      4         19        0.24                0.18                335.26              
2012      5         24        0.33                0.14                350.52              
2012      6         20        0.39                0.18                921.15              
2012      7         17        0.36                0.15                444.26              
2012      8         21        0.33                0.23                2001.86             
2012      9         18        0.31                0.19                408.92              
2012      10        16        0.22                0.2                 345.33              
2012      11        20        0.19                0.2                 297.21              
2012      12        18        0.14                0.34                196.91              
2013      1         17        0.092               0.24                123.16              
2013      2         20        0.077               0.24                95.37               
2013      3         27        0.097               0.23                105.29              
2013      4         16        0.1                 0.21                104.16              
2013      5         28        0.19                0.16                126.13              
2013      6         18        0.44                0.55                8458.47             
2013      7         16        0.35                0.12                436.47              
2013      8         20        0.27                0.16                225.87              
2013      9         17        0.2                 0.17                217.15              
2013      10        15        0.18                0.2                 296.89              
2013      11        19        0.21                0.2                 235.91              
2013      12        17        0.2                 0.21                280.61              
2014      1         21        0.094               0.22                134.52              
2014      2         18        0.055               0.23                121.04              
2014      3         18        0.07                0.28                87.78               
2014      4         10        0.16                0.33                132.18              
2014      5         13        0.25                0.17                270.58              
2014      6         19        0.49                0.35                1784.09             
2014      7         15        0.32                0.14                394.24              
2014      8         13        0.28                0.13                298.46              
2014      9         9         0.37                0.25                669.88              
2014      10        14        0.17                0.66                2875.58             
2014      11        13        0.25                0.12                321.57              
2014      12        11        0.003               0.4                 746.7               
2015      1         13        0.12                0.26                388.89              
2015      2         12        0.25                0.01                459.09              
2015      3         17        0.2                 0.21                233.35              
2015      4         21        0.23                0.34                1163.24             
2015      5         26        0.31                0.2                 499.35              
2015      6         24        0.37                0.18                651.65              
2015      7         21        0.41                0.3                 2314.28             
2015      8         18        0.35                0.08                665.17              
2015      9         10        0.37                0.07                1187.27             
2015      10        20        0.25                0.14                465.12              
2015      11        17        0.25                0.24                464.08              
2015      12        15        0.19                0.13                256.34              
2016      1         19        0.13                0.18                214.97              
2016      2         16        0.12                0.22                175.7               
2016      3         23        0.049               0.14                223.42              
2016      4         21        0.16                0.14                149.7               
2016      5         17        0.18                0.13                133.07              
2016      6         22        0.72                0.98                1294.84             
2016      7         21        0.4                 0.17                544.16              
2016      8         18        0.32                0.11                284.91              
2016      9         22        0.26                0.19                440.08              
2016      10        18        0.27                0.23                491.9               
2016      11        15        0.22                0.15                362.57              
2016      12        13        0.15                0.18                209.13              
2017      1         17        0.081               0.26                148.06              
2017      2         21        0.087               0.21                127.99              
2017      3         21        0.073               0.26                111.35              
2017      4         27        0.13                0.18                212.79              
2017      5         23        0.22                0.3                 168.55              
2017      6         20        0.24                0.12                142.55              
2017      7         18        0.26                0.12                115.04              
2017      8         15        0.21                0.18                125.2               
2017      9         26        0.18                0.17                125.61              
2017      10        24        0.12                0.27                121.9               
2017      11        30        0.098               0.24                102.23              
2017      12        19        0.11                0.24                112.73              
2018      1         18        0.13                0.32                135.01              
2018      2         19        0.061               0.2                 69.82               
2018      3         20        0.078               0.2                 61.65               
2018      4         17        0.057               0.2                 54.21               
2018      5         15        0.71                0.56                318.28              
2018      6         19        0.31                0.94                1424.85             
2018      7         17        0.26                0.17                138.27              
2018      8         14        0.22                0.1                 89.49               
2018      9         11        0.2                 0.13                101.28              
2018      10        23        0.11                0.26                106.39              
2018      11        20        0.076               0.19                62.88               
2018      12        20        0.11                0.25                130.71              
