Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2014      7         21        0.007               0.09                1209.12             
2014      8         18        0.004               0.09                1061.06             
2014      9         18        0.008               0.07                1712.41             
2014      10        23        0.003               0.13                661.89              
2014      11        20        0.003               0.11                330.85              
2014      12        17        0.003               0.14                540.35              
2015      1         22        0.003               0.18                348.42              
2015      2         19        0.005               0.2                 367.7               
2015      3         19        0.003               0.19                190.42              
2015      4         16        0.004               0.18                228.14              
2015      5         21        0.004               0.13                1507.93             
2015      6         18        0.003               0.11                1246.83             
2015      7         22        0.005               0.12                1011.13             
2015      8         19        0.003               0.09                890.7               
2015      9         16        0.005               0.1                 1946.21             
2015      10        22        0.003               0.14                899.96              
2015      11        19        0.003               0.14                655.64              
2015      12        16        0.003               0.18                284.21              
2016      1         18        0.006               0.19                232.8               
2016      2         18        0.004               0.16                223.43              
2016      3         17        0.007               0.23                158.99              
2016      4         20        0.003               0.12                135.64              
2016      5         19        0.013               0.41                840.66              
2016      6         23        0.01                0.14                2768.5              
2016      7         21        0.014               0.13                2506.46             
2016      8         18        0.013               0.1                 1611.46             
2016      9         13        0.016               0.13                3025.64             
2016      10        27        0.003               0.1                 2562.41             
2016      11        17        0.004               0.13                1075.31             
2016      12        13        0.003               0.24                592.67              
2017      1         19        0.007               0.2                 594.22              
2017      2         15        0.005               0.18                304.72              
2017      3         21        0.003               0.33                296.84              
2017      4         17        0.003               0.13                279.78              
2017      5         17        0.003               0.08                277.81              
2017      6         21        0.003               0.08                292.98              
2017      7         18        0.003               0.07                496.14              
2017      8         15        0.003               0.13                1082.73             
2017      9         13        0.004               0.18                1835.72             
2017      10        17        0.013               0.08                2296.51             
2017      11        22        0.003               0.12                656.94              
2017      12        21        0.008               0.12                805.68              
2018      1         17        0.003               0.16                371.5               
2018      2         21        0.003               0.14                185.68              
2018      3         20        0.007               0.13                116.11              
2018      4         18        0.003               0.16                350.29              
2018      5         16        0.009               0.16                589.29              
2018      6         21        0.011               0.2                 889.89              
2018      7         18        0.004               0.09                717.89              
2018      8         29        0.003               0.1                 834.51              
2018      9         18        0.003               0.12                1604.89             
2018      10        16        0.003               0.1                 1885.66             
2018      11        13        0.003               0.13                486.36              
2018      12        11        0.004               0.15                411.09              
