Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2014      10        8         0.028               1.3                 25.76               
2014      11        10        0.017               1.4                 75.68               
2014      12        1         0.005               1.1                 24.24               
2015      1         5         0.01                1.3                 46.22               
2015      2         2         0.008               0.94                43.75               
2015      3         2         0.007               1.3                 59.59               
2015      4         1         0.008               1.3                 23.52               
2015      5         5         0.011               1.2                 1.29                
2015      6         2         0.019               1.2                 0.96                
2015      7         8         0.028               1.3                 0.89                
2015      8         3         0.036               1.1                 0.79                
2015      9         1         0.029               1.1                 0.59                
2015      9         1         0.029               1.1                 0.59                
2015      10        6         0.004               1.4                 0.47                
2015      11        4         0.09                1.3                 69.47               
2015      12        1         0.009               1.1                 1.12                
2015      12        1         0.009               1.1                 1.12                
2016      1         5         0.004               1.3                 0.0                 
2016      2         2         0.007               1.3                 0.6                 
2016      3         2         0.004               1.2                 32.26               
2016      4         5         0.003               1.1                 0.49                
2016      5         3         0.012               1.2                 0.18                
2016      6         2         0.031               0.93                1.44                
2016      7         6         0.13                0.93                7.31                
2016      8         2         0.17                1.3                 200.41              
2016      9         6         0.18                1.5                 52.17               
2016      10        5         0.063               1.7                 3044.3              
2016      11        2         0.07                1.6                 265.62              
2016      12        5         0.15                1.8                 34.91               
2017      1         10        0.059               1.4                 26.19               
2017      2         2         0.038               1.9                 52.97               
2017      3         1         0.004               1.8                 30.38               
2017      4         4         0.07                1.2                 19.17               
2017      5         2         0.1                 0.96                80.1                
2017      6         5         0.065               1.2                 78.24               
2017      7         4         0.082               1.5                 0.92                
2017      8         3         0.11                1.2                 13.44               
2017      9         6         0.15                1.2                 96.95               
2017      10        5         0.077               1.5                 44.29               
2017      11        2         0.066               1.0                 34.11               
2017      12        5         0.043               1.2                 6.96                
2018      1         10        0.003               1.5                 68.2                
2018      2         6         0.014               1.3                 20.98               
2018      3         6         0.003               1.1                 12.65               
2018      4         4         0.018               1.3                 33.52               
2018      5         3         0.034               1.0                 5.22                
2018      6         6         0.052               1.2                 48.8                
2018      7         5         0.02                1.0                 49.26               
2018      8         2         0.008               1.5                 7.58                
2018      9         5         0.017               0.99                1.99                
2018      10        10        0.013               1.0                 49.42               
2018      11        7         0.007               1.0                 11.61               
2018      12        5         0.006               0.91                47.08               
