Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2017      8         16        0.33                1.8                 3876.34             
2017      9         20        0.13                2.5                 6058.67             
2017      10        12        0.34                1.6                 933.51              
2017      11        23        0.65                1.4                 1085.3              
2017      12        13        0.17                1.0                 429.39              
2018      1         22        0.62                0.74                68.76               
2018      2         12        0.58                0.87                84.09               
2018      3         15        0.35                0.78                148.28              
2018      4         17        0.49                0.62                96.66               
2018      5         9         0.3                 0.49                158.7               
2018      6         13        0.39                0.57                204.68              
2018      7         12        0.32                0.79                965.17              
2018      8         20        0.33                2.5                 7612.11             
2018      9         11        0.29                1.4                 997.31              
2018      10        30        0.31                0.78                208.67              
2018      11        22        0.3                 0.48                128.26              
2018      12        13        0.63                0.52                96.08               
