Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2016      8         3         0.44                0.79                821.34              
2016      9         7         0.38                0.37                315.45              
2016      10        5         0.37                1.3                 1033.69             
2016      11        10        0.31                0.23                327.89              
2016      12        8         0.28                0.31                273.15              
2017      1         9         0.19                0.31                185.37              
2017      2         8         0.23                0.77                253.35              
2017      3         8         0.13                0.35                134.05              
2017      4         11        0.21                0.51                285.62              
2017      5         11        0.24                0.25                195.31              
2017      6         8         0.29                0.41                233.82              
2017      7         12        0.31                0.28                220.51              
2017      8         3         0.34                0.23                204.2               
2017      9         13        0.46                0.52                521.49              
2017      10        11        0.33                0.33                304.53              
2017      11        9         0.29                0.3                 229.34              
2017      12        6         0.38                0.76                431.12              
2018      1         9         0.19                0.26                156.35              
2018      2         8         0.2                 0.27                124.33              
2018      3         7         0.082               0.22                114.49              
2018      4         5         0.16                0.23                122.07              
2018      5         10        0.2                 0.18                161.8               
2018      6         6         0.29                0.21                155.24              
2018      7         11        0.44                0.5                 543.18              
2018      8         8         0.33                0.25                264.92              
2018      9         5         0.41                0.25                399.61              
2018      10        9         0.27                0.25                219.13              
2018      11        7         0.2                 0.32                225.53              
2018      12        5         0.18                0.36                244.96              
