Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2015      7         14        0.45                0.53                430.76              
2015      8         18        0.42                0.26                326.61              
2015      9         17        0.35                0.4                 302.29              
2015      10        14        0.19                0.18                70.99               
2015      11        18        0.099               0.21                36.22               
2015      12        7         0.035               0.21                43.82               
2016      1         14        0.12                0.17                24.66               
2016      2         16        0.013               0.29                16.53               
2016      3         17        0.027               0.31                18.31               
2016      4         12        0.016               0.2                 19.89               
2016      5         11        0.19                0.31                162.81              
2016      6         7         0.38                0.2                 70.99               
2016      7         12        0.68                0.35                300.2               
2016      8         9         0.41                0.39                294.5               
2016      9         13        0.37                0.53                645.41              
2016      10        13        0.23                0.74                801.92              
2016      11        17        0.28                0.47                347.43              
2016      12        8         0.13                0.25                100.38              
2017      1         12        0.046               0.31                45.64               
2017      2         16        0.02                0.37                65.92               
2017      3         9         0.014               0.43                32.78               
2017      4         5         0.013               0.25                33.42               
2017      5         18        0.21                0.21                64.47               
2017      6         8         0.3                 0.22                100.33              
2017      7         11        0.52                0.39                223.82              
2017      8         23        0.64                0.35                548.93              
2017      9         21        0.41                0.43                595.59              
2017      10        19        0.24                0.31                201.31              
2017      11        22        0.15                0.31                71.85               
2017      12        13        0.12                0.28                65.53               
2018      1         23        0.031               0.31                46.2                
2018      2         20        0.02                0.29                38.71               
2018      3         14        0.024               0.32                30.15               
2018      4         18        0.28                0.45                77.03               
2018      5         23        0.55                0.43                220.34              
2018      6         26        0.52                0.31                164.61              
2018      7         23        0.51                0.4                 472.59              
2018      8         16        0.49                0.4                 1031.77             
2018      9         13        0.26                0.24                193.71              
2018      10        22        0.29                0.48                163.65              
2018      11        21        0.16                0.21                63.48               
2018      12        20        0.19                0.46                81.79               
