Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2014      10        2         0.47                0.56                1538.47             
2014      11        6         0.19                0.66                1603.68             
2014      12        3         0.28                0.57                514.7               
2015      1         5         0.003               0.65                425.87              
2015      2         9         0.036               0.82                351.93              
2015      3         11        0.003               0.94                505.07              
2015      4         13        0.4                 0.64                632.24              
2015      5         13        0.25                0.73                1866.72             
2015      6         9         0.4                 0.5                 813.6               
2015      7         2         0.44                0.31                735.9               
2015      8         10        0.95                0.91                4534.94             
2015      9         2         0.75                1.4                 6988.67             
2015      10        8         0.36                0.38                1059.22             
2015      11        10        0.31                0.53                809.89              
2015      12        1         0.23                0.51                578.55              
2016      1         7         0.24                0.58                407.25              
2016      2         4         0.052               0.56                570.02              
2016      3         2         0.21                0.61                333.76              
2016      4         6         0.25                0.52                411.56              
2016      5         9         0.22                0.58                620.73              
2016      6         6         0.59                0.47                615.39              
2016      7         12        1.6                 0.95                4728.09             
2016      8         3         1.0                 0.6                 2389.27             
2016      9         5         0.61                0.77                1962.48             
2016      10        10        0.64                0.44                2139.88             
2016      11        7         0.4                 0.47                1245.16             
2016      12        5         0.27                0.62                790.23              
2017      1         5         0.22                0.59                557.37              
2017      2         9         0.16                0.65                550.63              
2017      3         6         0.096               0.55                407.28              
2017      4         12        0.23                0.56                469.99              
2017      5         4         0.31                0.55                576.21              
2017      6         13        0.42                0.52                508.15              
2017      7         11        0.43                0.73                538.75              
2017      8         8         0.61                0.62                605.83              
2017      9         4         0.82                0.48                927.88              
2017      10        9         0.39                0.5                 1432.94             
2017      11        1         0.32                0.84                1337.03             
2017      12        7         0.54                0.61                1865.67             
2018      1         4         0.3                 0.61                542.67              
2018      2         12        0.19                0.48                389.21              
2018      3         13        0.086               0.51                326.83              
2018      4         9         0.16                0.59                383.73              
2018      5         9         0.2                 0.29                531.94              
2018      6         12        0.47                0.61                543.96              
2018      7         3         0.73                0.79                633.68              
2018      8         1         0.003               1.4                 1198.22             
2018      9         6         0.85                0.41                1122.7              
2018      10        10        0.37                0.45                616.49              
2018      11        8         0.49                0.6                 526.48              
2018      12        4         0.47                0.81                1170.12             
