Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2010      7         8         0.22                0.16                806.91              
2010      8         5         0.32                0.21                2846.07             
2010      9         9         0.42                0.33                7332.24             
2010      10        6         0.22                0.22                870.29              
2010      11        18        0.12                0.23                1751.07             
2010      12        6         0.15                0.5                 4625.79             
2011      1         11        0.13                0.4                 913.88              
2011      2         9         0.12                0.29                2695.92             
2011      3         17        0.12                0.23                827.79              
2011      4         11        0.12                0.23                561.6               
2011      5         12        0.086               0.15                452.49              
2011      6         8         0.11                0.13                569.84              
2011      7         12        0.18                0.2                 2201.66             
2011      8         4         0.21                0.2                 1163.29             
2011      9         7         0.27                0.25                1048.04             
2011      10        13        0.12                0.15                766.67              
2011      11        8         0.097               0.24                432.47              
2011      12        1         0.066               0.2                 938.35              
2012      1         4         0.038               0.24                153.58              
2012      2         8         0.036               0.32                126.75              
2012      3         7         0.23                0.39                2222.42             
2012      4         18        0.078               0.15                264.48              
2012      5         3         0.14                0.16                297.68              
2012      6         7         0.075               0.15                521.44              
2012      7         9         0.14                0.12                942.2               
2012      8         6         0.25                0.27                1491.21             
2012      9         6         0.2                 0.16                1528.9              
2012      10        4         0.098               0.18                649.24              
2012      11        8         0.14                0.23                429.63              
2012      12        6         0.022               0.2                 138.23              
2013      1         8         0.06                0.38                79.08               
2013      2         6         0.033               0.23                60.06               
2013      3         6         0.04                0.3                 59.19               
2013      4         9         0.027               0.19                69.09               
2013      5         7         0.025               0.15                64.84               
2013      6         11        0.11                0.11                474.05              
2013      7         4         0.13                0.13                253.21              
2013      8         7         0.25                0.28                8662.41             
2013      9         10        0.28                0.18                1019.13             
2013      10        8         0.14                0.14                894.03              
2013      11        7         0.1                 0.2                 334.13              
2013      12        4         0.017               0.23                153.9               
2014      1         7         0.011               0.2                 90.96               
2014      2         6         0.04                0.27                64.43               
2014      3         12        0.02                0.19                60.31               
2014      4         2         0.025               0.22                99.62               
2014      5         8         0.026               0.13                112.77              
2014      6         4         0.2                 0.25                728.33              
2014      7         3         0.43                0.26                3263.65             
2014      8         7         0.31                0.18                1614.92             
2014      9         4         0.28                0.18                591.73              
2014      10        8         0.17                0.22                544.19              
2014      11        12        0.18                0.29                94.75               
2014      12        8         0.003               0.29                145.73              
2015      1         12        0.04                0.31                69.65               
2015      2         4         0.022               0.22                36.0                
2015      3         3         0.027               0.3                 55.43               
2015      4         15        0.023               0.23                60.78               
2015      4         15        0.023               0.23                60.78               
2015      5         6         0.004               0.18                60.57               
2015      6         4         0.003               0.2                 94.1                
2015      7         9         0.018               0.11                159.14              
2015      8         12        0.33                0.22                1013.67             
2015      9         17        0.11                0.16                380.11              
2015      10        6         0.16                0.2                 176.1               
2015      11        12        0.033               0.2                 285.73              
2015      12        16        0.085               0.36                71.46               
2016      1         6         0.053               0.26                93.96               
2016      2         9         0.043               0.31                56.01               
2016      3         2         0.022               0.17                68.21               
2016      4         13        0.015               0.01                75.46               
2016      5         11        0.31                0.47                325.57              
2016      6         8         0.22                0.22                537.64              
2016      7         4         0.52                0.23                2302.02             
2016      8         10        0.62                0.31                2395.77             
2016      9         1         0.31                0.51                5321.5              
2016      10        5         0.14                0.5                 16073.95            
2016      11        9         0.17                0.11                721.95              
2016      12        15        0.039               0.19                236.19              
2017      1         9         0.075               0.37                190.32              
2017      2         6         0.094               0.26                172.13              
2017      3         8         0.056               0.2                 63.23               
2017      4         12        0.018               0.13                98.77               
2017      5         10        0.092               0.14                71.92               
2017      6         7         0.18                0.13                98.4                
2017      7         12        0.15                0.17                194.27              
2017      8         10        0.24                0.25                1999.45             
2017      9         6         0.29                0.15                986.67              
2017      10        5         0.14                0.15                479.38              
2017      11        16        0.085               0.29                175.92              
2017      12        20        0.006               0.28                223.88              
2018      1         10        0.061               0.23                125.03              
2018      2         13        0.045               0.21                93.37               
2018      3         15        0.02                0.18                66.07               
2018      4         9         0.034               0.18                63.57               
2018      5         8         0.003               0.26                72.85               
2018      6         13        0.13                0.17                100.92              
2018      7         5         0.13                0.14                213.08              
2018      8         14        0.15                0.12                1695.65             
2018      9         6         0.096               0.11                855.92              
2018      10        18        0.14                0.19                280.21              
2018      11        1         0.079               0.16                123.94              
2018      12        6         0.023               0.18                112.21              
