Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2010      9         16        0.085               0.2                 19.89               
2010      10        27        0.039               0.26                24.18               
2010      11        29        0.1                 0.26                29.02               
2010      12        22        0.006               0.19                36.78               
2011      1         24        0.008               0.28                6.67                
2011      2         24        0.006               0.3                 8.67                
2011      3         29        0.15                0.35                49.14               
2011      4         27        0.055               0.18                25.32               
2011      5         25        0.078               0.23                35.92               
2011      6         29        0.29                0.18                36.41               
2011      7         28        0.44                0.24                395.47              
2011      8         24        0.51                0.18                150.45              
2011      9         13        0.31                0.12                66.04               
2011      10        17        0.057               0.2                 42.24               
2011      11        14        0.11                0.32                106.96              
2011      12        12        0.11                0.24                44.85               
2012      1         9         0.039               0.26                25.02               
2012      2         13        0.01                0.23                23.11               
2012      3         19        0.49                0.26                198.57              
2012      4         16        0.11                0.12                37.68               
2012      5         14        0.15                0.13                42.36               
2012      6         18        0.39                0.18                198.27              
2012      7         16        0.29                0.17                73.11               
2012      8         16        0.19                0.11                41.5                
2012      9         17        0.039               0.17                32.27               
2012      10        15        0.057               1.7                 35.74               
2012      11        19        0.032               0.24                29.21               
2012      12        17        0.016               0.23                31.87               
2013      1         14        0.005               0.3                 6.2                 
2013      2         18        0.003               0.23                6.44                
2013      3         18        0.008               0.27                9.34                
2013      4         22        0.003               0.17                39.27               
2013      5         20        0.068               0.11                12.48               
2013      6         17        0.088               0.38                2513.41             
2013      7         15        0.2                 0.09                35.14               
2013      8         19        0.082               0.16                21.56               
2013      9         16        0.015               0.13                17.39               
2013      10        14        0.02                0.14                22.83               
2013      11        18        0.01                0.2                 25.83               
2013      12        9         0.003               0.19                35.4                
2013      12        17        0.004               0.2                 18.29               
2014      1         13        0.003               0.2                 5.97                
2014      2         17        0.005               0.22                2.3                 
2014      3         17        0.003               0.22                5.26                
2014      4         16        0.024               0.41                48.54               
2014      5         19        0.003               0.12                9.2                 
2014      6         12        0.008               0.22                36.27               
2014      7         21        0.048               0.13                22.25               
2014      8         21        0.22                0.36                737.93              
2014      9         18        0.094               0.17                179.65              
2014      10        20        0.037               0.23                102.65              
2014      11        17        0.019               0.17                49.72               
2014      12        15        0.13                1.2                 120.72              
2015      1         19        0.003               0.21                18.11               
2015      2         16        0.004               0.18                35.03               
2015      3         16        0.004               0.19                7.61                
2015      4         13        0.052               0.34                53.27               
2015      5         18        0.11                0.16                40.06               
2015      6         15        0.12                0.12                29.0                
2015      7         20        0.098               0.25                338.2               
2015      8         17        0.17                0.09                44.78               
2015      9         14        0.12                0.15                43.91               
2015      10        19        0.071               0.21                27.72               
2015      11        16        0.083               0.33                69.93               
2015      12        14        0.019               0.18                22.63               
2016      1         18        0.02                0.25                17.85               
2016      2         15        0.009               0.22                15.23               
2016      3         14        0.007               0.19                20.22               
2016      4         18        0.007               0.16                13.01               
2016      5         16        0.031               0.12                10.88               
2016      6         15        0.21                0.36                18.16               
2016      7         18        0.41                0.23                131.19              
2016      8         15        0.14                0.18                47.85               
2016      9         12        0.1                 0.25                75.36               
2016      10        24        0.084               0.46                435.59              
2016      11        14        0.053               0.15                49.36               
2016      12        12        0.015               0.2                 30.72               
2017      1         16        0.006               0.25                12.6                
2017      2         13        0.016               0.62                9.32                
2017      3         20        0.005               0.24                2.73                
2017      4         18        0.12                0.37                14.53               
2017      5         15        0.009               0.13                9.84                
2017      6         19        0.012               0.1                 10.82               
2017      7         17        0.049               0.08                8.09                
2017      8         14        0.013               0.13                6.64                
2017      9         11        0.004               0.11                12.39               
2017      10        18        0.004               0.27                3.63                
2017      11        20        0.003               0.24                2.05                
2017      12        18        0.014               0.39                4.42                
2018      1         15        0.007               0.28                15.1                
2018      2         22        0.003               0.29                0.72                
2018      3         19        0.004               0.27                0.06                
2018      4         16        0.003               0.28                0.0                 
2018      5         14        0.037               0.21                45.27               
2018      6         18        0.024               0.21                68.18               
2018      7         16        0.003               0.18                6.85                
2018      8         28        0.004               0.42                5.5                 
2018      9         10        0.003               0.17                4.44                
2018      10        15        0.003               0.21                4.78                
2018      11        22        0.01                0.25                2.45                
2018      12        18        0.008               0.28                11.32               
