Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2017      7         11        0.004               0.39                43.96               
2017      8         8         0.015               0.78                79.41               
2017      9         13        0.1                 2.1                 437.82              
2017      10        11        0.053               0.6                 59.22               
2017      11        14        0.015               0.81                18.44               
2017      12        6         0.01                0.73                14.9                
2018      1         15        0.003               0.95                1.53                
2018      2         15        0.003               0.88                0.0                 
2018      3         15        0.037               0.63                0.0                 
2018      4         19        0.003               0.94                0.02                
2018      5         16        0.018               0.67                41.82               
2018      6         12        0.006               0.39                19.34               
2018      7         11        0.94                0.57                248.26              
2018      8         9         0.39                1.7                 1225.65             
2018      9         5         0.16                1.0                 100.69              
2018      10        16        0.017               0.84                16.89               
2018      11        13        0.013               0.8                 14.85               
2018      12        10        0.005               0.87                3.56                
