Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2017      10        11        0.065               0.21                544.53              
2017      11        21        0.041               0.29                4433.9              
2017      12        18        0.36                0.7                 1054.65             
2018      1         16        0.043               0.3                 1316.49             
2018      2         21        0.002               0.001               2214.77             
2018      3         27        0.11                0.31                2965.66             
2018      4         26        0.088               0.2                 2166.64             
2018      5         24        0.075               0.25                983.5               
2018      6         27        0.36                0.36                9019.59             
2018      7         24        0.15                0.2                 1110.72             
2018      8         20        0.26                0.35                2117.96             
2018      9         12        0.17                0.23                526.05              
2018      10        23        0.077               0.26                3030.08             
2018      11        21        0.022               0.2                 859.88              
2018      12        19        0.066               0.26                2490.87             
