Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2017      7         5         0.21                0.81                27.37               
2017      8         3         0.17                1.6                 87.94               
2017      9         6         0.17                2.7                 2176.35             
2017      10        5         0.22                1.7                 105.34              
2017      11        13        0.003               0.8                 13.86               
2017      12        7         0.061               0.81                22.35               
2018      1         17        0.003               0.46                5.45                
2018      2         7         0.003               0.39                5.25                
2018      3         7         0.004               0.65                5.64                
2018      4         4         0.003               0.53                6.16                
2018      5         2         0.007               0.63                8.54                
2018      6         6         0.01                0.82                12.45               
2018      7         4         0.33                0.72                30.18               
2018      8         8         0.37                1.9                 202.69              
2018      9         4         0.25                1.5                 118.0               
2018      10        9         0.33                0.8                 15.95               
2018      11        8         0.023               0.55                8.84                
2018      12        5         0.003               0.45                8.76                
