Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2017      8         17        1.3                 3.5                 799.9               
2017      9         21        1.4                 2.3                 250.03              
2017      10        12        0.85                2.8                 392.16              
2017      11        14        0.55                1.6                 11.31               
2017      12        21        0.044               0.72                0.69                
2018      1         17        0.016               0.73                0.39                
2018      2         9         0.003               1.0                 0.02                
2018      3         8         0.003               0.93                0.0                 
2018      4         10        0.003               0.9                 0.02                
2018      5         3         0.003               0.44                0.03                
2018      6         7         3.5                 1.2                 16.27               
2018      7         12        5.1                 2.4                 405.1               
2018      8         7         2.8                 2.2                 927.55              
2018      9         5         1.9                 2.1                 119.33              
2018      10        11        0.8                 1.4                 35.34               
2018      11        8         0.15                1.2                 7.59                
2018      12        6         0.037               1.1                 3.64                
