Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2010      2         10        0.081               0.3                 46.9                
2010      3         15        0.009               0.1                 269.69              
2010      4         13        0.002               0.11                166.55              
2010      5         12        0.002               0.06                185.47              
2010      6         21        0.045               0.05                805.17              
2010      7         12        0.005               0.12                503.6               
2010      8         25        0.027               0.08                903.44              
2010      9         28        0.014               0.14                517.12              
2010      10        27        0.003               0.08                449.59              
2010      11        15        0.016               0.17                1605.29             
2010      12        20        0.024               0.08                721.37              
2011      1         24        0.008               0.16                156.26              
2011      2         22        0.01                0.13                664.54              
2011      3         29        0.006               0.09                160.07              
2011      4         27        0.003               0.06                139.55              
2011      5         30        0.007               0.11                184.46              
2011      6         27        0.017               0.13                558.63              
2011      7         28        0.18                0.1                 875.93              
2011      8         22        0.17                0.18                1012.89             
2011      9         26        0.015               0.08                349.98              
2011      10        24        0.019               0.16                300.73              
2011      11        29        0.037               0.18                1027.86             
2011      12        19        0.034               0.18                321.45              
2012      1         16        0.058               0.15                210.87              
2012      2         16        0.04                0.19                112.69              
2012      3         26        0.088               0.13                489.69              
2012      4         23        0.013               0.12                207.84              
2012      5         22        0.055               0.09                151.97              
2012      6         26        0.093               0.08                1224.51             
2012      7         25        0.054               0.06                681.68              
2012      8         27        0.009               0.08                890.2               
2012      9         24        0.003               0.15                695.2               
2012      10        23        0.006               0.09                565.54              
2012      11        28        0.022               0.15                238.34              
2012      12        17        0.007               0.17                317.79              
2013      1         28        0.003               0.13                76.89               
2013      2         26        0.077               3.7                 66.68               
2013      3         26        0.27                0.45                145.82              
2013      4         22        0.014               0.16                240.08              
2013      5         28        0.029               0.17                229.22              
2013      6         25        0.17                0.13                651.73              
2013      7         30        0.24                0.22                1583.85             
2013      8         28        0.11                0.13                1050.2              
2013      9         25        0.015               0.07                493.25              
2013      10        29        0.011               0.08                547.11              
2013      11        26        0.009               0.1                 268.88              
2013      12        18        0.003               0.1                 236.12              
2014      1         20        0.007               0.19                77.78               
2014      2         26        0.01                0.2                 30.88               
2014      3         24        0.007               0.23                61.68               
2014      4         29        0.003               0.11                80.95               
2014      5         28        0.18                1.1                 1586.7              
2014      6         26        0.03                0.11                935.11              
2014      7         29        0.037               0.07                709.78              
2014      8         26        0.097               0.1                 608.61              
2014      9         29        0.022               0.09                393.45              
2014      10        29        0.01                0.11                269.97              
2014      11        25        0.018               0.14                129.3               
2014      12        18        0.01                0.13                275.74              
2015      1         29        0.003               0.14                92.24               
2015      2         25        0.011               0.18                81.38               
2015      3         26        0.003               0.18                41.47               
2015      4         29        0.066               0.08                415.88              
2015      5         28        0.003               0.06                330.43              
2015      6         23        0.15                0.09                572.96              
2015      7         27        0.075               0.17                1702.26             
2015      8         19        0.016               0.04                456.84              
2015      9         29        0.003               0.05                368.73              
2015      10        27        0.003               0.16                263.34              
2015      11        24        0.016               0.18                181.54              
2015      12        22        0.07                0.28                70.05               
2016      1         27        0.027               0.19                112.15              
2016      2         24        0.051               0.17                59.55               
2016      3         30        0.027               0.13                69.34               
2016      4         27        0.004               0.11                48.23               
2016      5         25        0.004               0.05                289.54              
2016      6         28        0.031               0.08                701.27              
2016      7         27        0.093               0.17                1605.95             
2016      8         30        0.026               0.09                518.68              
2016      9         27        0.017               0.07                783.18              
2016      10        26        0.024               0.06                1228.82             
2016      11        16        0.003               0.06                400.45              
2016      12        15        0.003               0.11                202.11              
2017      1         24        0.018               0.12                159.65              
2017      2         28        0.027               0.11                52.28               
2017      3         30        0.01                0.15                75.36               
2017      4         27        0.004               0.14                398.4               
2017      5         30        0.005               0.08                223.36              
2017      6         27        0.012               0.09                98.27               
2017      7         27        0.008               0.09                332.21              
2017      8         23        0.056               0.09                859.21              
2017      9         20        0.006               0.06                955.61              
2017      10        18        0.004               0.08                431.96              
2017      11        28        0.005               0.09                140.83              
2017      12        21        0.013               0.07                285.58              
2018      1         24        0.006               0.13                59.0                
2018      2         22        0.004               0.15                43.29               
2018      3         28        0.007               0.13                85.01               
2018      4         26        0.003               0.11                43.31               
2018      5         29        0.003               0.13                85.84               
2018      6         26        0.004               0.04                258.34              
2018      7         24        0.012               0.04                388.05              
2018      8         28        0.004               0.04                472.31              
2018      9         17        0.003               0.05                780.94              
2018      10        11        0.003               0.08                518.55              
2018      11        19        0.004               0.11                89.66               
2018      12        19        0.003               0.11                285.58              
