Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2010      9         23        0.024               0.11                225.32              
2010      10        20        0.1                 0.21                360.74              
2010      11        17        0.045               0.24                189.55              
2010      12        15        0.056               0.24                165.42              
2011      1         19        0.026               0.21                109.86              
2011      2         16        0.023               0.01                106.31              
2011      3         16        0.027               0.26                132.9               
2011      4         20        0.072               0.13                206.41              
2011      5         18        0.11                0.16                321.77              
2011      6         15        0.097               0.09                298.17              
2011      7         20        0.094               0.26                924.72              
2011      8         17        0.24                0.15                373.54              
2011      9         21        0.18                0.45                522.52              
2011      10        26        0.11                0.24                314.34              
2011      11        16        0.1                 0.33                352.75              
2011      12        21        0.072               0.16                246.94              
2012      1         18        0.051               0.17                158.78              
2012      2         22        0.055               0.2                 118.08              
2012      3         21        0.084               0.19                222.43              
2012      4         19        0.068               0.13                141.47              
2012      5         16        0.041               0.22                476.64              
2012      6         20        0.11                0.14                400.92              
2012      7         18        0.11                0.12                303.78              
2012      8         15        0.16                0.12                332.43              
2012      9         26        0.091               0.17                348.11              
2012      10        16        0.11                0.17                426.44              
2012      11        21        0.003               0.14                170.84              
2012      12        12        0.059               0.16                136.47              
2013      1         21        0.047               0.2                 81.65               
2013      2         19        0.047               0.21                60.59               
2013      3         21        0.039               0.2                 65.04               
2013      4         17        0.06                0.16                91.0                
2013      5         22        0.066               0.2                 196.47              
2013      6         18        0.4                 0.58                1396.1              
2013      7         18        0.072               0.09                126.7               
2013      8         21        0.086               0.3                 274.27              
2013      9         25        0.058               0.14                174.51              
2013      10        22        0.052               0.11                177.56              
2013      11        27        0.043               0.17                291.38              
2013      12        17        0.036               0.15                179.24              
2014      1         22        0.044               0.2                 92.25               
2014      2         25        0.023               0.2                 78.18               
2014      3         20        0.027               0.24                74.57               
2014      4         15        0.077               0.33                201.92              
2014      5         21        0.03                0.13                117.69              
2014      6         17        0.082               0.28                264.92              
2014      7         22        0.15                0.17                275.58              
2014      8         19        0.18                0.8                 832.78              
2014      9         17        0.068               0.13                231.28              
2014      10        21        0.049               0.14                221.16              
2014      11        20        0.056               0.15                151.49              
2014      12        16        0.093               0.18                147.04              
2015      1         21        0.022               0.16                119.16              
2015      2         17        0.076               0.31                105.74              
2015      3         17        0.039               0.19                89.28               
2015      4         21        0.059               0.24                160.73              
2015      5         21        0.064               0.2                 262.38              
2015      6         16        0.075               0.09                160.58              
2015      7         21        0.17                0.11                246.47              
2015      8         18        0.38                0.31                304.97              
2015      9         23        0.032               0.16                341.08              
2015      10        27        0.064               0.17                125.09              
2015      11        17        0.046               0.14                106.26              
2015      12        15        0.032               0.16                86.35               
2016      1         20        0.026               0.17                70.89               
2016      2         16        0.021               0.17                74.24               
2016      3         22        0.049               0.19                136.44              
2016      4         19        0.036               0.13                76.97               
2016      5         17        0.048               0.11                84.17               
2016      6         15        0.079               0.2                 152.87              
2016      7         19        0.13                0.11                226.07              
2016      8         18        0.084               0.11                156.53              
2016      9         28        0.093               0.18                300.89              
2016      10        19        0.074               0.43                414.49              
2016      11        23        0.038               0.13                323.57              
2016      12        13        0.04                0.15                147.52              
2017      1         17        0.029               0.2                 78.78               
2017      2         23        0.04                0.22                96.96               
2017      3         21        0.02                0.19                55.46               
2017      4         20        0.039               0.13                71.52               
2017      5         25        0.049               0.09                77.87               
2017      6         22        0.074               0.09                89.87               
2017      7         20        0.075               0.94                265.86              
2017      8         23        0.16                0.18                170.29              
2017      9         26        0.052               0.44                492.21              
2017      10        17        0.036               0.14                185.21              
2017      11        21        0.02                0.19                123.16              
2017      12        12        0.05                0.19                207.64              
2018      1         9         0.024               0.17                86.06               
2018      2         20        0.01                0.17                58.62               
2018      3         20        0.003               0.17                58.8                
2018      4         17        0.021               0.17                106.2               
2018      5         23        0.024               0.84                524.46              
2018      6         19        0.31                0.54                318.96              
2018      7         17        0.062               0.13                126.93              
2018      8         22        0.2                 0.14                197.64              
2018      9         11        0.053               0.13                256.78              
2018      10        23        0.017               0.21                144.05              
2018      11        20        0.017               0.17                74.15               
2018      12        18        0.017               0.19                122.49              
