Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2006      7         10        0.12                0.13                440.89              
2006      7         17        0.13                0.25                676.11              
2006      7         18        0.13                0.23                713.0               
2006      7         24        0.14                0.15                465.76              
2006      7         31        0.05                0.15                1884.76             
2006      8         7         0.07                0.38                4803.34             
2006      8         8         0.08                0.19                5034.66             
2006      8         14        0.07                0.12                9201.03             
2006      8         21        0.07                0.22                9257.91             
2006      8         28        0.07                0.2                 9586.1              
2006      9         4         0.07                0.18                9824.45             
2006      9         11        0.05                0.4                 9932.47             
2006      9         12        0.06                0.13                9926.53             
2006      9         18        0.06                0.21                9890.11             
2006      9         25        0.08                0.14                10075.42            
2006      10        2         0.05                0.17                9890.57             
2006      10        9         0.05                0.16                9924.86             
2006      10        10        0.06                0.19                9924.03             
2006      10        16        0.05                0.18                9886.61             
2006      10        23        0.03                0.18                9875.12             
2006      10        30        0.04                0.09                9848.4              
2006      11        7         0.16                0.18                9849.28             
2006      11        13        0.05                0.12                10252.81            
2006      11        14        0.04                0.2                 10187.38            
2006      11        20        0.03                0.18                10288.73            
2006      11        27        0.2                 0.15                10504.81            
2006      12        4         0.02                0.18                10504.15            
2006      12        11        0.03                0.17                10394.32            
2006      12        12        0.01                0.18                10490.12            
2006      12        18        0.02                0.19                10605.29            
2006      12        27        0.3                 0.09                10675.68            
2007      1         2         0.04                0.25                10721.73            
2007      1         8         0.05                0.23                10644.86            
2007      1         9         0.05                0.2                 10661.35            
2007      1         15        0.07                0.17                10515.95            
2007      1         22        0.06                0.19                10248.5             
2007      1         29        0.06                0.13                9959.72             
2007      2         5         0.05                0.96                9928.33             
2007      2         12        0.06                0.13                9948.89             
2007      2         13        0.08                0.19                9885.62             
2007      2         19        0.06                0.08                9642.43             
2007      2         26        0.06                0.09                8984.71             
2007      3         5         0.06                0.18                7949.36             
2007      3         13        0.06                0.11                6053.37             
2007      3         19        0.26                0.12                5036.49             
2007      3         26        0.06                0.2                 3556.39             
2007      4         2         0.07                0.23                3095.67             
2007      4         10        0.07                0.17                1233.37             
2007      4         16        0.07                0.11                734.98              
2007      4         17        0.08                0.09                703.81              
2007      4         23        0.06                0.26                716.99              
2007      4         30        0.07                0.39                863.09              
2007      5         7         0.06                0.1                 391.2               
2007      5         8         0.08                0.17                377.5               
2007      5         14        0.06                0.16                358.79              
2007      5         21        0.06                0.3                 402.25              
2007      5         28        0.05                0.01                408.56              
2007      6         4         0.16                0.24                731.88              
2007      6         12        0.1                 0.1                 446.25              
2007      6         18        0.08                0.23                395.94              
2007      6         25        0.06                0.14                383.66              
2007      7         2         0.06                0.12                490.99              
2007      7         9         0.35                0.29                876.25              
2007      7         10        0.3                 0.11                781.5               
2007      7         16        0.2                 0.06                553.45              
2007      7         23        0.16                0.12                498.04              
2007      7         30        0.15                0.12                616.7               
2007      8         6         0.13                0.16                676.27              
2007      8         13        0.28                0.18                805.86              
2007      8         14        0.15                0.16                721.39              
2007      8         20        0.1                 0.16                574.09              
2007      8         27        0.09                0.11                513.89              
2007      9         3         0.11                0.17                464.47              
2007      9         10        0.12                0.13                440.35              
2007      9         11        0.14                0.17                485.11              
2007      9         17        0.13                0.25                465.34              
2007      9         24        0.13                0.2                 428.87              
2007      10        1         0.15                0.24                462.01              
2007      10        8         0.15                0.37                420.03              
2007      10        9         0.15                0.21                416.28              
2007      10        15        0.14                0.25                389.66              
2007      10        22        0.1                 0.21                349.19              
2007      10        29        0.1                 0.4                 425.82              
2007      11        6         0.06                0.26                510.75              
2007      11        12        0.04                0.13                803.34              
2007      11        13        0.16                0.27                790.46              
2007      11        19        0.03                0.28                3371.86             
2007      11        26        0.22                0.11                4617.06             
2007      12        3         0.17                0.14                2890.98             
2007      12        10        0.14                0.03                1226.85             
2007      12        11        0.14                0.11                1074.13             
2007      12        17        0.1                 0.14                757.0               
2007      12        27        0.02                0.09                605.34              
2008      1         2         0.34                0.18                656.01              
2008      1         7         0.06                0.33                664.01              
2008      1         8         0.08                0.13                659.47              
2008      1         14        0.07                0.11                651.73              
2008      1         21        0.11                0.32                989.82              
2008      1         29        0.05                0.52                582.01              
2008      2         4         0.07                0.17                620.83              
2008      2         11        0.05                0.21                498.67              
2008      2         12        0.08                0.18                576.99              
2008      2         18        0.08                0.22                481.29              
2008      2         25        0.06                0.22                524.76              
2008      3         3         0.05                0.12                498.4               
2008      3         11        0.09                0.2                 488.34              
2008      3         11        0.09                0.27                488.34              
2008      3         17        0.07                0.22                478.59              
2008      3         25        0.14                0.28                632.82              
2008      3         31        0.08                0.26                406.64              
2008      4         7         0.09                0.2                 401.24              
2008      4         8         0.1                 0.17                391.87              
2008      4         14        0.06                0.21                389.8               
2008      4         21        0.1                 0.17                361.66              
2008      4         28        0.1                 0.25                386.79              
2008      5         5         0.1                 0.2                 301.38              
2008      5         12        0.07                0.25                297.32              
2008      5         13        0.07                0.15                299.12              
2008      5         19        0.12                0.2                 396.35              
2008      5         26        0.07                0.1                 322.81              
2008      6         2         0.1                 0.11                306.75              
2008      6         10        0.07                0.23                360.23              
2008      6         10        0.08                0.19                360.23              
2008      6         16        0.12                0.17                391.68              
2008      6         23        0.1                 0.19                358.28              
2008      6         30        0.12                0.16                354.58              
2008      7         7         0.11                0.18                436.53              
2008      7         8         0.003               0.2                 674.62              
2008      7         14        0.12                0.18                556.71              
2008      7         21        0.24                0.67                1633.27             
2008      7         28        0.14                0.12                669.59              
2008      8         4         0.09                0.21                625.84              
2008      8         11        0.08                0.2                 643.26              
2008      8         12        0.08                0.17                610.65              
2008      8         18        0.06                0.13                573.49              
2008      8         25        0.06                0.2                 507.21              
2008      9         1         0.12                0.36                1128.35             
2008      9         8         0.05                0.14                653.32              
2008      9         9         0.05                0.13                628.36              
2008      9         15        0.11                0.2                 651.87              
2008      9         22        0.08                0.19                565.35              
2008      9         29        0.07                0.17                616.13              
2008      10        6         0.11                0.2                 534.35              
2008      10        13        0.09                0.24                441.16              
2008      10        20        0.08                0.26                375.2               
2008      10        21        0.08                0.21                387.45              
2008      10        27        0.04                0.29                367.77              
2008      11        5         0.06                0.21                509.32              
2008      11        10        0.07                0.29                571.59              
2008      11        11        0.07                0.23                536.74              
2008      11        17        0.05                0.32                456.41              
2008      11        24        0.09                0.21                1380.06             
2008      12        1         0.06                0.3                 584.77              
2008      12        8         0.06                0.23                794.04              
2008      12        9         0.07                0.22                573.14              
2008      12        15        0.03                0.21                645.91              
2008      12        22        0.03                0.3                 510.94              
2008      12        29        0.05                0.2                 739.87              
2009      1         5         0.06                0.28                403.75              
2009      1         12        0.06                0.37                409.41              
2009      1         13        0.03                0.37                2233.84             
2009      1         19        0.07                0.23                495.54              
2009      1         27        0.05                0.23                552.14              
2009      2         2         0.04                0.27                512.8               
2009      2         9         0.08                0.2                 497.12              
2009      2         16        0.04                0.2                 491.07              
2009      2         17        0.05                0.23                485.61              
2009      2         23        0.05                0.38                491.79              
2009      3         2         0.04                0.19                472.44              
2009      3         10        0.07                0.2                 489.5               
2009      3         10        0.06                0.19                489.5               
2009      3         16        0.08                0.19                558.87              
2009      3         23        0.05                0.29                501.23              
2009      3         30        0.07                0.19                503.15              
2009      4         6         0.12                0.19                3116.41             
2009      4         14        0.11                0.12                3191.14             
2009      4         14        0.11                0.15                3191.14             
2009      4         20        0.07                0.16                598.76              
2009      4         27        0.12                0.26                923.28              
2009      5         4         0.06                0.16                308.85              
2009      5         11        0.05                0.13                279.46              
2009      5         12        0.14                0.14                280.38              
2009      5         18        0.07                0.24                407.81              
2009      5         25        0.04                0.18                311.79              
2009      6         1         0.04                1.1                 297.28              
2009      6         9         0.07                0.2                 536.18              
2009      6         10        0.16                0.13                575.08              
2009      6         15        0.05                0.13                362.68              
2009      6         22        0.07                0.13                399.58              
2009      6         29        0.07                0.16                378.25              
2009      7         6         0.204               0.11                732.79              
2009      7         13        0.152               0.07                511.54              
2009      7         20        0.144               0.09                549.21              
2009      7         27        0.095               0.08                511.14              
2009      8         3         0.088               0.08                533.76              
2009      8         10        0.078               0.11                511.83              
2009      8         17        0.115               0.19                702.47              
2009      8         24        0.108               0.27                999.26              
2009      8         31        0.13                0.19                1231.06             
2009      9         7         0.105               0.13                1098.07             
2009      9         14        0.088               0.12                801.1               
2009      9         21        0.059               0.33                734.93              
2009      9         28        0.135               0.16                1460.47             
2009      10        5         0.093               0.15                1107.89             
2009      10        12        0.052               0.25                833.44              
2009      10        19        0.037               0.21                1251.91             
2009      10        26        0.039               0.25                946.91              
2009      11        3         0.044               0.19                756.66              
2009      11        9         0.039               0.15                654.69              
2009      11        16        0.027               0.06                683.33              
2009      11        23        0.069               0.23                996.49              
2009      12        7         0.045               0.27                788.93              
2009      12        14        0.043               0.35                709.57              
2009      12        21        0.012               0.24                2777.45             
2009      12        29        0.027               0.28                1409.85             
2010      1         4         0.13                0.21                686.41              
2010      1         11        0.058               0.18                649.26              
2010      1         18        0.058               0.09                622.87              
2010      1         26        0.042               0.11                635.35              
2010      2         1         0.025               0.26                627.61              
2010      2         8         0.06                0.27                615.84              
2010      2         15        0.041               0.18                728.76              
2010      2         22        0.081               0.32                768.27              
2010      3         1         0.036               0.17                619.65              
2010      3         9         0.137               0.31                959.37              
2010      3         15        0.082               0.27                571.06              
2010      3         22        0.067               0.11                651.65              
2010      3         29        0.069               0.17                700.35              
2010      4         6         0.063               0.29                638.1               
2010      4         12        0.046               0.18                642.54              
2010      4         19        0.045               0.14                650.76              
2010      4         27        0.009               0.29                490.01              
2010      5         3         0.087               0.18                437.65              
2010      5         10        0.104               0.23                379.0               
2010      5         17        0.084               0.15                355.52              
2010      5         24        0.1                 0.1                 338.61              
2010      5         31        0.105               0.07                519.78              
2010      6         7         0.081               0.11                396.1               
2010      6         15        0.089               0.14                376.51              
2010      6         21        0.107               0.07                719.8               
2010      6         28        0.134               0.21                828.57              
2010      7         5         0.098               0.17                598.49              
2010      7         12        0.11                0.26                720.28              
2010      7         19        0.23                0.24                1230.48             
2010      7         26        0.2                 0.19                832.88              
2010      8         2         0.18                0.55                1757.27             
2010      8         9         0.18                0.2                 981.34              
2010      8         16        0.21                0.3                 1623.31             
2010      8         23        0.23                0.24                2322.92             
2010      8         30        0.28                0.23                2715.57             
2010      9         7         0.28                0.41                7949.64             
2010      9         13        0.37                0.26                2974.78             
2010      9         20        0.35                0.27                1761.97             
2010      9         27        0.29                0.26                1302.39             
2010      10        4         0.23                0.18                1020.96             
2010      10        11        0.21                0.21                887.52              
2010      10        18        0.25                0.34                2200.98             
2010      10        25        0.23                0.26                1489.89             
2010      11        2         0.17                0.26                2779.57             
2010      11        8         0.18                0.3                 2038.47             
2010      11        15        0.13                0.45                3122.01             
2010      11        22        0.14                0.28                1833.06             
2010      11        29        0.15                0.36                2054.14             
2010      12        6         0.16                0.34                1608.07             
2010      12        13        0.15                0.27                2664.34             
2010      12        20        0.15                0.28                2216.61             
2010      12        29        0.17                0.23                1296.95             
2011      1         4         0.18                0.31                1042.59             
2011      1         10        0.14                0.29                1171.94             
2011      1         17        0.2                 0.28                1119.96             
2011      1         24        0.19                0.51                890.31              
2011      1         31        0.08                0.27                1920.46             
2011      2         7         0.24                0.48                2636.24             
2011      2         14        0.37                0.32                3394.76             
2011      2         21        0.21                0.32                3167.98             
2011      2         28        0.24                0.26                1958.11             
2011      3         7         0.24                0.19                1428.61             
2011      3         15        0.21                0.3                 1295.52             
2011      3         21        0.21                0.3                 1090.87             
2011      3         28        0.2                 0.22                1009.67             
2011      4         4         0.18                0.15                895.18              
2011      4         11        0.18                0.22                977.49              
2011      4         18        0.15                0.19                865.48              
2011      4         27        0.18                0.2                 779.89              
2011      5         2         0.18                0.17                739.48              
2011      5         9         0.18                0.17                699.53              
2011      5         16        0.18                0.15                701.93              
2011      5         23        0.096               0.21                1743.57             
2011      5         30        0.07                0.3                 2488.82             
2011      6         6         0.2                 0.18                746.39              
2011      6         14        0.17                0.15                645.19              
2011      6         20        0.18                0.21                716.33              
2011      6         27        0.17                0.15                1049.42             
2011      7         4         0.17                0.29                1279.11             
2011      7         11        0.22                0.22                2113.07             
2011      7         25        0.19                0.22                1590.67             
2011      8         1         0.2                 0.16                1336.66             
2011      8         8         0.18                0.33                1639.37             
2011      8         15        0.19                0.17                1363.17             
2011      8         22        0.2                 0.23                2385.93             
2011      8         29        0.24                0.19                1540.1              
2011      9         5         0.22                0.17                1327.84             
2011      9         12        0.19                0.21                1189.78             
2011      9         19        0.11                0.18                1013.44             
2011      9         26        0.16                0.17                928.86              
2011      10        3         0.18                0.28                1287.16             
2011      10        10        0.16                0.17                1111.36             
2011      10        18        0.14                0.19                931.43              
2011      10        24        0.14                0.22                847.72              
2011      11        1         0.13                0.26                834.06              
2011      11        7         0.15                0.28                762.68              
2011      11        14        0.15                0.35                860.24              
2011      11        21        0.13                0.74                877.71              
2011      11        28        0.11                0.7                 1688.21             
2011      12        5         0.084               0.27                1059.23             
2011      12        12        0.072               0.26                969.84              
2011      12        19        0.086               0.26                910.71              
2011      12        28        0.071               0.25                748.6               
2012      1         3         0.066               0.24                586.56              
2012      1         9         0.086               0.3                 1015.19             
2012      1         16        0.054               0.2                 635.61              
2012      1         23        0.058               0.3                 609.2               
2012      1         30        0.084               0.32                955.64              
2012      2         6         0.094               0.27                605.51              
2012      2         13        0.065               0.41                561.02              
2012      2         20        0.087               0.22                567.83              
2012      2         27        0.082               0.59                747.14              
2012      3         5         0.24                0.64                6309.34             
2012      3         13        0.21                0.24                1675.82             
2012      3         19        0.19                0.25                1407.41             
2012      3         26        0.18                0.21                1112.98             
2012      4         2         0.14                0.24                958.76              
2012      4         10        0.12                0.13                844.12              
2012      4         16        0.13                0.18                759.17              
2012      4         23        0.15                0.33                957.57              
2012      4         30        0.13                0.14                697.17              
2012      5         7         0.14                0.14                694.89              
2012      5         14        0.14                0.16                675.84              
2012      5         21        0.14                0.17                620.13              
2012      5         28        0.16                0.2                 816.36              
2012      6         4         0.14                0.21                753.14              
2012      6         12        0.14                0.12                765.82              
2012      6         18        0.13                0.16                802.41              
2012      6         25        0.14                0.18                1176.53             
2012      7         2         0.14                0.24                1500.76             
2012      7         9         0.18                0.2                 1171.11             
2012      7         16        0.23                0.34                3211.44             
2012      7         23        0.2                 0.16                2205.36             
2012      7         30        0.15                0.26                2428.58             
2012      8         6         0.15                0.24                2310.97             
2012      8         13        0.15                0.17                2084.04             
2012      8         20        0.17                0.2                 2582.08             
2012      8         27        0.2                 0.27                2828.51             
2012      9         3         0.2                 0.14                2179.26             
2012      9         10        0.17                0.2                 2028.43             
2012      9         17        0.16                0.14                1682.14             
2012      9         24        0.15                0.25                1440.87             
2012      10        1         0.15                0.16                1284.65             
2012      10        8         0.11                0.25                2219.07             
2012      10        15        0.093               0.21                1977.5              
2012      10        22        0.14                0.19                973.61              
2012      10        29        0.075               0.21                1598.95             
2012      11        6         0.081               0.18                2856.62             
2012      11        12        0.07                0.2                 4034.48             
2012      11        19        0.08                0.18                2011.14             
2012      11        26        0.099               0.19                876.07              
2012      12        3         0.1                 0.27                828.62              
2012      12        10        0.074               0.17                1167.39             
2012      12        17        0.14                0.33                1019.46             
2012      12        27        0.063               0.22                975.47              
2013      1         2         0.074               0.19                978.74              
2013      1         7         0.045               0.17                1168.43             
2013      1         14        0.068               0.24                2056.62             
2013      1         21        0.047               0.24                1155.54             
2013      1         29        0.044               0.2                 2243.85             
2013      2         4         0.048               0.2                 2892.05             
2013      2         11        0.057               0.18                4611.35             
2013      2         18        0.053               0.16                3952.07             
2013      2         25        0.056               0.18                4244.7              
2013      3         4         0.05                0.15                3555.15             
2013      3         12        0.042               0.2                 2203.05             
2013      3         18        0.059               0.15                1485.95             
2013      3         25        0.063               0.23                1761.38             
2013      4         2         0.068               0.16                2861.73             
2013      4         8         0.073               0.23                4620.84             
2013      4         15        0.093               0.15                1132.23             
2013      4         22        0.11                0.16                782.53              
2013      4         29        0.11                0.12                604.96              
2013      5         6         0.088               0.14                537.83              
2013      5         13        0.097               0.2                 726.75              
2013      5         20        0.091               0.14                671.37              
2013      5         27        0.071               0.16                591.91              
2013      6         3         0.21                0.24                1445.91             
2013      6         11        0.13                0.16                766.33              
2013      6         17        0.12                0.16                882.04              
2013      6         24        0.17                0.12                749.19              
2013      7         1         0.13                0.15                649.63              
2013      7         8         0.084               0.14                792.52              
2013      7         15        0.14                0.29                1152.48             
2013      7         22        0.2                 0.23                4992.04             
2013      7         29        0.13                0.2                 5593.59             
2013      8         5         0.14                0.22                5833.16             
2013      8         12        0.12                0.18                8687.5              
2013      8         19        0.12                0.11                9387.99             
2013      8         26        0.11                0.18                9927.92             
2013      9         2         0.084               0.16                9642.77             
2013      9         9         0.13                0.15                4967.91             
2013      9         16        0.11                0.14                3966.25             
2013      9         23        0.08                0.15                5689.52             
2013      9         30        0.14                0.14                2087.25             
2013      10        7         0.084               0.14                3290.28             
2013      10        14        0.071               0.11                3147.62             
2013      10        21        0.083               0.14                2141.11             
2013      10        28        0.064               0.16                2957.64             
2013      11        5         0.087               0.17                1966.52             
2013      11        11        0.062               0.14                2759.7              
2013      11        18        0.063               0.18                2716.17             
2013      11        25        0.11                0.21                1831.44             
2013      12        2         0.062               0.18                3156.2              
2013      12        9         0.062               0.18                5285.58             
2013      12        16        0.038               0.14                5165.14             
2013      12        23        0.053               0.16                4200.55             
2013      12        30        0.032               0.13                3979.77             
2014      1         6         0.041               0.14                4312.21             
2014      1         13        0.042               0.17                5956.52             
2014      1         20        0.045               0.16                4133.4              
2014      1         28        0.032               0.22                2687.32             
2014      2         3         0.04                0.17                2527.04             
2014      2         10        0.041               0.17                3474.38             
2014      2         17        0.039               0.13                3043.48             
2014      2         24        0.036               0.18                2058.14             
2014      3         3         0.028               0.17                2075.74             
2014      3         11        0.027               0.19                1611.21             
2014      3         17        0.037               0.22                1752.86             
2014      3         24        0.041               0.18                1395.55             
2014      3         31        0.052               0.19                3318.47             
2014      4         7         0.062               0.16                800.88              
2014      4         14        0.066               0.27                1052.73             
2014      4         22        0.097               0.22                463.5               
2014      4         28        0.077               0.25                441.6               
2014      5         5         0.065               0.24                446.31              
2014      5         12        0.089               0.21                547.21              
2014      5         19        0.075               0.23                447.85              
2014      5         26        0.12                0.24                481.56              
2014      6         2         0.19                0.31                691.14              
2014      6         10        0.12                0.16                1045.42             
2014      6         16        0.19                0.43                701.59              
2014      6         23        0.13                0.28                1290.72             
2014      6         30        0.24                0.29                3360.76             
2014      7         7         0.28                0.24                1392.29             
2014      7         14        0.25                0.16                1776.08             
2014      7         21        0.29                0.23                1931.0              
2014      7         28        0.27                0.24                1403.56             
2014      8         4         0.23                0.19                1318.14             
2014      8         11        0.21                0.15                1100.32             
2014      8         18        0.11                0.19                1958.45             
2014      8         25        0.14                0.19                1715.36             
2014      9         1         0.16                0.18                1184.23             
2014      9         8         0.15                0.17                1009.79             
2014      9         15        0.11                0.18                1126.54             
2014      9         22        0.053               0.18                5908.63             
2014      9         29        0.048               0.19                7374.95             
2014      10        6         0.049               0.17                5905.94             
2014      10        13        0.052               0.21                4442.89             
2014      10        20        0.035               0.23                5931.39             
2014      10        27        0.037               0.15                7364.89             
2014      11        5         0.029               0.16                4774.82             
2014      11        10        0.033               0.14                3170.13             
2014      11        17        0.034               0.17                5846.41             
2014      11        24        0.036               0.2                 7183.1              
2014      12        1         0.023               0.14                7143.94             
2014      12        8         0.027               0.15                7366.47             
2014      12        8         0.003               0.01                7366.47             
2014      12        15        0.017               0.14                7144.01             
2014      12        22        0.023               0.14                7356.5              
2014      12        29        0.029               0.11                7090.06             
2015      1         5         0.035               0.22                5013.86             
2015      1         12        0.069               0.18                1811.48             
2015      1         19        0.028               0.19                4920.5              
2015      1         27        0.04                0.2                 3180.1              
2015      2         2         0.033               0.17                4616.16             
2015      2         9         0.028               0.19                4086.41             
2015      2         16        0.043               0.16                3753.95             
2015      2         23        0.033               0.16                3229.7              
2015      3         2         0.089               0.23                1334.51             
2015      3         10        0.12                0.25                737.7               
2015      3         16        0.086               0.21                730.19              
2015      3         23        0.005               0.34                741.65              
2015      3         30        0.038               0.17                3488.81             
2015      4         13        0.038               0.19                5984.2              
2015      4         20        0.048               0.2                 4833.06             
2015      4         27        0.043               0.21                2401.77             
2015      5         4         0.044               0.16                714.05              
2015      5         11        0.088               0.35                1831.54             
2015      5         18        0.033               0.12                5570.35             
2015      5         25        0.039               0.15                3117.16             
2015      6         1         0.044               0.16                6367.84             
2015      6         9         0.048               0.17                3710.67             
2015      6         15        0.034               0.19                3032.84             
2015      6         22        0.047               0.17                2411.12             
2015      7         6         0.036               0.13                3948.55             
2015      7         13        0.053               0.17                3927.97             
2015      7         20        0.031               0.17                3715.93             
2015      7         27        0.074               0.21                3664.54             
2015      8         3         0.059               0.22                8010.49             
2015      8         10        0.051               0.14                7950.48             
2015      8         17        0.037               0.14                8092.68             
2015      8         24        0.026               0.1                 7955.76             
2015      8         31        0.047               0.11                7465.71             
2015      9         7         0.033               0.13                6054.98             
2015      9         14        0.031               0.15                5668.23             
2015      9         21        0.02                0.17                7258.52             
2015      9         28        0.012               0.19                7196.76             
2015      10        5         0.015               0.15                5268.2              
2015      10        12        0.018               0.21                4914.79             
2015      10        19        0.037               0.19                8538.92             
2015      10        26        0.005               0.16                7519.44             
2015      11        4         0.006               0.14                6862.65             
2015      11        9         0.004               0.12                7431.97             
2015      11        16        0.003               0.19                7932.95             
2015      11        23        0.003               0.21                8152.67             
2015      11        30        0.003               0.13                7860.51             
2015      12        7         0.003               0.24                7107.52             
2015      12        14        0.003               0.19                6717.17             
2015      12        21        0.003               0.18                7277.46             
2015      12        29        0.004               0.16                7461.3              
2016      1         4         0.005               0.11                7024.44             
2016      1         11        0.004               0.15                7579.64             
2016      1         18        0.004               0.24                7208.14             
2016      1         27        0.003               0.17                6523.52             
2016      2         1         0.013               0.17                6740.04             
2016      2         8         0.007               0.17                4859.14             
2016      2         15        0.006               0.12                3737.66             
2016      2         22        0.01                0.16                2633.3              
2016      2         29        0.057               0.23                993.56              
2016      3         7         0.082               0.14                726.55              
2016      3         15        0.046               0.19                707.26              
2016      3         21        0.046               0.35                817.31              
2016      3         29        0.051               0.19                782.8               
2016      4         4         0.032               0.11                775.41              
2016      4         11        0.031               0.13                742.7               
2016      4         18        0.025               0.14                722.92              
2016      4         26        0.028               0.2                 751.51              
2016      5         2         0.079               0.27                756.06              
2016      5         9         0.21                0.52                1803.26             
2016      5         16        0.16                0.18                966.68              
2016      5         23        0.14                0.2                 698.24              
2016      5         30        0.064               0.2                 1307.42             
2016      6         6         0.16                0.23                881.64              
2016      6         14        0.15                0.2                 1147.44             
2016      6         20        0.17                0.24                1171.41             
2016      6         27        0.24                0.16                1866.91             
2016      7         4         0.25                0.21                1522.93             
2016      7         11        0.26                0.41                2361.28             
2016      7         18        0.25                0.15                2179.11             
2016      7         25        0.25                0.28                5162.38             
2016      8         1         0.32                0.26                4295.72             
2016      8         8         0.35                0.16                3398.57             
2016      8         15        0.23                0.19                3123.21             
2016      8         22        0.28                0.19                2507.31             
2016      8         29        0.25                0.22                1976.0              
2016      9         5         0.22                0.25                4570.96             
2016      9         12        0.26                0.25                3633.54             
2016      9         19        0.21                0.16                4733.31             
2016      9         26        0.24                0.19                3123.16             
2016      10        3         0.16                0.82                10125.82            
2016      10        10        0.26                0.29                7147.15             
2016      10        17        0.23                0.33                4402.24             
2016      10        24        0.26                0.14                3061.28             
2016      11        2         0.23                0.16                2180.16             
2016      11        7         0.21                0.15                1845.59             
2016      11        14        0.2                 0.23                2042.43             
2016      11        21        0.21                0.34                1352.25             
2016      11        28        0.21                0.27                1204.03             
2016      12        5         0.18                0.3                 1089.56             
2016      12        12        0.14                0.22                917.74              
2016      12        19        0.079               0.28                905.38              
2016      12        28        0.1                 0.21                914.41              
2017      1         3         0.093               0.24                958.12              
