Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2017      5         15        0.007               0.13                30.35               
2017      6         19        0.074               0.61                33.7                
2017      7         17        0.074               0.15                29.4                
2017      8         14        0.003               0.2                 49.67               
2017      9         13        0.093               0.24                79.57               
2017      10        10        0.04                0.18                54.32               
2017      11        20        0.009               0.2                 16.53               
2017      12        18        0.007               0.26                28.13               
2018      1         15        0.003               0.21                51.23               
2018      2         19        0.003               0.18                1.39                
2018      3         19        0.003               0.2                 0.58                
2018      4         16        0.003               0.23                1.04                
2018      5         14        0.16                0.49                186.6               
2018      6         18        0.17                0.82                195.79              
2018      7         16        0.003               0.18                44.27               
2018      8         29        0.003               0.17                55.43               
2018      9         19        0.003               0.16                32.65               
2018      10        17        0.003               0.17                20.54               
2018      11        14        0.004               0.17                11.86               
2018      12        12        0.034               0.17                20.84               
