Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2017      11        2         0.017               165.23              
2017      12        6         0.011               160.38              
2018      1         4         0.03                1533.85             
2018      2         8         0.007               264.58              
2018      3         8         0.009               277.45              
2018      4         5         0.008               303.98              
2018      5         3         0.008               291.98              
2018      6         7         0.005               1287.48             
2018      7         5         0.007               499.14              
2018      8         2         0.012               979.71              
2018      9         6         0.007               5197.56             
2018      10        4         0.006               9035.82             
2018      11        8         0.006               7041.15             
2018      12        6         0.005               6165.89             
