Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2006      3         6         nan                 15.15               
2006      3         14        0.02                21.89               
2006      3         15        0.02                20.25               
2006      3         20        0.02                15.21               
2006      3         27        0.03                15.4                
2006      4         3         0.03                19.94               
2006      4         10        0.02                13.9                
2006      4         18        0.01                12.48               
2006      4         25        0.02                12.74               
2006      5         1         0.04                15.68               
2006      5         8         0.01                19.35               
2006      5         15        0.02                18.54               
2006      5         22        0.03                8.83                
2006      5         29        0.01                3.41                
2006      6         5         0.01                3.56                
2006      6         13        0.009               2.71                
2006      6         19        0.02                10.29               
2006      6         26        0.01                19.52               
2006      7         3         0.01                31.47               
2006      7         10        0.02                20.05               
2006      7         17        0.01                23.4                
2006      7         24        0.01                19.51               
2006      7         31        0.01                20.19               
2006      8         7         0.01                16.3                
2006      8         14        0.009               24.25               
2006      8         21        0.01                14.54               
2006      8         28        0.01                5.72                
2006      9         4         0.006               24.01               
2006      9         11        0.01                11.61               
2006      9         18        0.01                25.55               
2006      9         25        0.02                22.44               
2006      10        2         0.01                13.42               
2006      10        9         0.02                6.43                
2006      10        16        0.02                2.18                
2006      10        23        0.01                1.63                
2006      10        30        0.03                1.35                
2006      11        6         0.02                1.84                
2006      11        13        0.01                1.37                
2006      11        20        0.02                0.41                
2006      11        27        0.01                0.31                
2006      12        4         0.17                0.07                
2006      12        11        0.02                10.7                
2006      12        18        0.02                10.12               
2006      12        27        0.02                8.15                
2007      1         2         0.02                10.35               
2007      1         8         0.03                21.35               
2007      1         15        0.02                10.72               
2007      1         23        0.005               12.43               
2007      1         29        0.01                10.71               
2007      2         5         0.03                9.69                
2007      2         12        0.02                11.15               
2007      2         19        0.02                9.65                
2007      2         26        0.01                8.83                
2007      3         5         0.03                10.61               
2007      3         13        0.05                9.66                
2007      3         19        0.05                9.99                
2007      3         26        0.04                9.81                
2007      4         2         0.02                9.97                
2007      4         10        0.06                9.83                
2007      4         16        0.02                13.98               
2007      4         23        0.04                81.12               
2007      4         30        0.05                13.21               
2007      5         7         0.02                1.26                
2007      5         14        0.04                1.56                
2007      5         21        0.05                3.41                
2007      5         28        0.02                1.93                
2007      6         4         0.03                4.32                
2007      6         12        0.03                1.99                
2007      6         18        0.02                2.3                 
2007      6         25        0.02                2.08                
2007      7         2         0.02                2.18                
2007      7         9         0.01                2.82                
2007      7         16        0.04                3.82                
2007      7         23        0.02                4.36                
2007      7         30        0.01                4.33                
2007      8         6         0.02                3.93                
2007      8         13        0.02                3.18                
2007      8         20        0.03                3.41                
2007      8         27        0.02                2.96                
2007      9         3         0.02                2.69                
2007      9         10        0.03                2.26                
2007      9         17        0.03                1.74                
2007      9         24        0.08                1.2                 
2007      10        1         0.03                1.0                 
2007      10        8         0.01                0.48                
2007      10        15        0.02                0.68                
2007      10        22        0.03                0.54                
2007      10        29        0.03                0.44                
2007      11        5         0.03                2.81                
2007      11        12        0.02                0.95                
2007      11        19        0.009               3.17                
2007      11        26        0.03                11.25               
2007      12        3         0.02                11.73               
2007      12        10        0.03                10.83               
2007      12        17        0.03                10.82               
2007      12        26        0.08                166.84              
2008      1         2         0.07                18.02               
2008      1         7         0.05                11.51               
2008      1         14        0.04                11.16               
2008      1         21        0.08                12.65               
2008      1         29        0.04                11.04               
2008      2         4         0.04                10.23               
2008      2         11        0.03                10.27               
2008      2         18        0.03                10.9                
2008      2         25        0.04                104.29              
2008      3         3         0.03                38.33               
2008      3         11        0.03                11.94               
2008      3         17        0.04                12.4                
2008      3         25        0.04                15.4                
2008      3         31        0.02                49.3                
2008      4         7         0.03                12.56               
2008      4         14        0.01                10.83               
2008      4         21        0.03                0.37                
2008      4         28        0.04                9.86                
2008      5         5         0.03                20.68               
2008      5         12        0.02                18.16               
2008      5         19        0.02                4.51                
2008      5         26        0.02                1.81                
2008      6         2         0.03                1.47                
2008      6         10        0.04                3.84                
2008      6         16        0.01                1.1                 
2008      6         23        0.04                0.7                 
2008      7         1         0.03                0.89                
2008      7         7         0.05                0.95                
2008      7         14        0.03                1.75                
2008      7         21        0.04                4.26                
2008      7         28        0.03                2.34                
2008      8         4         0.04                3.99                
2008      8         11        0.02                2.3                 
2008      8         18        0.02                1.08                
2008      8         25        0.02                0.78                
2008      9         1         0.04                4.13                
2008      9         8         0.03                1.28                
2008      9         15        0.06                0.72                
2008      9         22        0.03                0.56                
2008      9         29        0.04                0.19                
2008      10        6         0.04                0.32                
2008      10        13        0.03                3.65                
2008      10        20        0.05                0.06                
2008      10        27        0.05                0.05                
2008      11        3         0.03                7.79                
2008      11        10        0.03                12.29               
2008      11        17        0.02                14.92               
2008      11        24        0.02                9.76                
2008      12        1         0.03                11.07               
2008      12        8         0.03                10.28               
2008      12        15        0.03                12.98               
2008      12        22        0.03                11.49               
2008      12        29        0.01                11.89               
2009      1         5         0.03                11.63               
2009      1         12        0.02                11.28               
2009      1         19        0.02                11.37               
2009      1         27        0.02                10.76               
2009      2         2         0.03                14.9                
2009      2         9         0.02                26.36               
2009      2         16        0.03                11.78               
2009      2         23        0.03                10.23               
2009      3         2         0.05                9.94                
2009      3         10        0.02                12.26               
2009      3         16        0.02                20.51               
2009      3         23        0.03                16.93               
2009      3         30        0.03                111.3               
2009      4         6         0.02                12.03               
2009      4         14        0.02                12.47               
2009      4         20        0.02                11.56               
2009      4         27        0.02                12.54               
2009      5         4         0.02                12.24               
2009      5         10        0.03                12.15               
2009      5         18        0.02                2.9                 
2009      5         25        0.03                0.74                
2009      6         1         0.02                0.63                
2009      6         9         0.01                1.39                
2009      6         15        0.02                0.91                
2009      6         22        0.02                1.03                
2009      6         29        0.03                19.42               
2009      7         6         0.006               1.92                
2009      7         13        0.005               5.6                 
2009      7         20        0.005               1.36                
2009      7         27        0.005               1.06                
2009      8         3         0.006               1.43                
2009      8         10        0.005               0.85                
2009      8         17        0.017               1.22                
2009      8         24        0.014               1.02                
2009      8         31        0.022               1.03                
2009      9         7         0.005               0.62                
2009      9         14        0.013               2.08                
2009      9         22        0.005               6.92                
2009      9         28        0.016               3.88                
2009      10        5         0.02                4.33                
2009      10        12        0.005               2.46                
2009      10        19        0.007               2.42                
2009      10        26        0.124               1.09                
2009      11        4         0.007               0.94                
2009      11        9         0.005               0.55                
2009      11        16        0.005               12.39               
2009      11        23        0.012               6.56                
2009      12        7         0.005               12.07               
2009      12        14        0.005               14.2                
2009      12        21        0.005               12.68               
2009      12        29        0.005               10.14               
2010      1         4         0.012               11.35               
2010      1         11        0.005               10.95               
2010      1         18        0.005               11.23               
2010      1         27        0.005               12.74               
2010      2         1         0.008               21.46               
2010      2         8         0.005               105.73              
2010      2         15        0.005               15.89               
2010      2         22        0.023               14.36               
2010      3         1         0.005               22.71               
2010      3         9         0.005               80.36               
2010      3         15        0.019               18.69               
2010      3         22        0.005               17.17               
2010      3         29        0.016               19.02               
2010      4         6         0.005               106.46              
2010      4         12        0.017               14.36               
2010      4         19        0.005               22.64               
2010      4         27        0.005               14.97               
2010      5         3         0.051               14.49               
2010      5         10        0.005               14.37               
2010      5         17        0.005               2.46                
2010      5         24        0.005               2.4                 
2010      5         31        0.027               4.29                
2010      6         7         0.005               1.94                
2010      6         15        0.005               2.46                
2010      6         21        0.005               2.44                
2010      6         28        0.006               3.4                 
2010      7         5         0.11                2.78                
2010      7         12        0.02                4.63                
2010      7         19        0.039               269.01              
2010      7         26        0.08                19.27               
2010      8         2         0.11                16.06               
2010      8         9         0.11                82.85               
2010      8         16        0.23                333.2               
2010      8         23        0.21                494.47              
2010      8         30        0.2                 335.52              
2010      9         6         0.33                8931.89             
2010      9         13        0.17                301.41              
2010      9         21        0.13                64.74               
2010      9         28        0.12                27.68               
2010      10        4         0.11                22.63               
2010      10        11        0.097               19.29               
2010      10        18        0.13                563.23              
2010      10        25        0.083               46.9                
2010      11        3         0.13                815.23              
2010      11        8         0.12                98.3                
2010      11        15        0.11                31.46               
2010      11        22        0.14                15.63               
2010      11        29        0.096               18246.54            
2010      12        6         0.11                4734.24             
2010      12        13        0.14                4001.27             
2010      12        20        0.24                902.16              
2010      12        29        0.24                221.23              
2011      1         4         0.12                111.57              
2011      1         10        0.11                102.86              
2011      1         25        0.13                1327.22             
2011      1         31        0.14                509.8               
2011      2         7         0.18                11861.41            
2011      2         14        0.16                1457.15             
2011      2         21        0.3                 536.6               
2011      2         28        0.17                247.68              
2011      3         7         0.12                102.38              
2011      3         15        0.12                258.18              
2011      3         21        0.099               142.03              
2011      3         28        0.096               113.19              
2011      4         4         0.12                89.53               
2011      4         11        0.15                180.84              
2011      4         18        0.11                137.77              
2011      4         27        0.13                121.98              
2011      5         2         0.11                112.46              
2011      5         9         0.11                84.44               
2011      5         16        0.14                54.84               
2011      5         23        0.12                68.64               
2011      5         30        0.091               38.6                
2011      6         6         0.14                84.34               
2011      6         14        0.14                179.65              
2011      6         20        0.54                208.93              
2011      6         27        0.58                210.45              
2011      7         4         0.56                234.74              
2011      7         11        0.69                230.25              
2011      7         18        0.69                215.82              
2011      7         25        0.12                202.4               
2011      8         1         0.14                193.99              
2011      8         8         0.11                293.71              
2011      8         16        0.11                582.41              
2011      8         22        0.18                2765.55             
2011      8         29        0.24                909.24              
2011      9         5         0.51                216.9               
2011      9         12        0.11                205.2               
2011      9         19        0.11                202.14              
2011      9         26        0.11                203.66              
2011      10        3         0.2                 1716.01             
2011      10        10        0.1                 296.67              
2011      10        17        0.11                311.68              
2011      10        24        0.1                 215.71              
2011      10        31        0.12                1044.54             
2011      11        7         0.088               234.37              
2011      11        14        0.1                 187.96              
2011      11        21        0.096               234.51              
2011      11        28        0.091               230.94              
2011      12        5         0.092               71.95               
2011      12        12        0.082               53.56               
2011      12        19        0.092               81.58               
2011      12        28        0.078               25.88               
2012      1         3         0.068               23.19               
2012      1         9         0.06                29.57               
2012      1         16        0.063               34.73               
2012      1         23        0.057               9.11                
2012      1         30        0.056               31.77               
2012      2         6         0.077               37.75               
2012      2         13        0.063               10.37               
2012      2         20        0.29                151.42              
2012      2         27        0.055               110.26              
2012      3         5         0.17                858.26              
2012      3         13        0.14                110.92              
2012      3         19        0.13                109.62              
2012      3         26        0.14                69.97               
2012      4         2         0.12                80.86               
2012      4         10        0.12                35.87               
2012      4         16        0.092               40.65               
2012      4         23        0.093               25.92               
2012      4         30        0.053               53.8                
2012      5         8         0.054               21.94               
2012      5         15        0.073               5.86                
2012      5         21        0.057               9.25                
2012      5         28        0.046               7.33                
2012      6         4         0.039               32.89               
2012      6         12        0.051               32.66               
2012      6         19        0.056               99.97               
2012      6         26        0.068               187.38              
2012      7         2         0.059               125.05              
2012      7         9         0.053               116.34              
2012      7         16        0.063               250.27              
2012      7         23        0.059               148.61              
2012      7         30        0.065               91.97               
2012      8         6         0.083               65.27               
2012      8         13        0.08                157.0               
2012      8         20        0.094               474.64              
2012      8         28        0.062               1774.71             
2012      9         4         0.062               1254.16             
2012      9         10        0.068               974.43              
2012      9         17        0.061               948.82              
2012      9         24        0.078               197.09              
2012      10        2         0.064               159.68              
2012      10        8         0.062               187.85              
2012      10        15        0.064               111.9               
2012      10        22        0.06                94.14               
2012      10        30        0.056               75.45               
2012      11        6         0.069               101.26              
2012      11        13        0.082               1508.94             
2012      11        19        0.066               394.01              
2012      11        26        0.06                120.59              
2012      12        3         0.065               150.43              
2012      12        10        0.072               76.03               
2012      12        17        0.065               33.56               
2012      12        27        0.068               18.06               
2013      1         3         0.051               26.26               
2013      1         7         0.058               39.52               
2013      1         14        0.07                27.77               
2013      1         21        0.061               10.79               
2013      1         29        0.046               27.94               
2013      2         4         0.046               27.22               
2013      2         11        0.061               92.14               
2013      2         18        0.062               54.58               
2013      2         25        0.051               35.6                
2013      3         4         0.061               68.42               
2013      3         12        0.05                94.92               
2013      3         18        0.042               68.68               
2013      3         26        0.056               49.84               
2013      4         2         0.06                41.56               
2013      4         8         0.05                41.95               
2013      4         15        0.051               25.05               
2013      4         22        0.05                23.63               
2013      4         29        0.054               101.76              
2013      5         6         0.051               51.74               
2013      5         13        0.039               30.02               
2013      5         20        0.048               73.0                
2013      5         27        0.034               31.86               
2013      6         3         0.048               36.47               
2013      6         11        0.042               107.93              
2013      6         18        0.046               109.56              
2013      6         25        0.034               109.25              
2013      7         1         0.042               89.6                
2013      7         8         0.044               102.98              
2013      7         15        0.051               129.03              
2013      7         22        0.039               130.52              
2013      7         29        0.037               114.43              
2013      8         5         0.034               114.07              
2013      8         12        0.05                145.35              
2013      8         19        0.044               117.93              
2013      8         26        0.056               124.07              
2013      9         2         0.059               217.06              
2013      9         9         0.05                191.35              
2013      9         16        0.058               1612.64             
2013      9         23        0.13                253.27              
2013      9         30        0.16                217.13              
2013      10        7         0.074               217.6               
2013      10        14        0.045               160.17              
2013      10        21        0.051               142.37              
2013      10        28        0.034               171.11              
2013      11        6         0.044               241.02              
2013      11        11        0.041               699.4               
2013      11        18        0.044               714.75              
2013      11        25        0.049               252.24              
2013      12        2         0.037               216.34              
2014      1         6         0.059               53.2                
2014      2         4         0.046               27.64               
2014      3         6         0.061               292.11              
2014      4         8         0.07                31.25               
2014      5         7         0.032               2.31                
2014      6         4         0.1                 40.61               
2014      7         1         0.037               100.41              
2014      8         5         0.043               1649.38             
2014      9         3         0.052               75.38               
2014      10        1         0.034               232.72              
2014      11        6         0.036               197.61              
2014      12        3         0.04                190.96              
2015      1         8         0.035               57.68               
2015      2         9         0.038               48.38               
2015      3         4         0.039               26.34               
2015      4         7         0.03                18.77               
2015      5         7         0.026               7.01                
2015      6         4         0.022               10.87               
2015      7         2         0.022               75.64               
2015      8         11        0.022               51.4                
2015      9         15        0.029               49.8                
2015      10        6         0.029               60.04               
2015      11        9         0.038               95.23               
2015      12        1         0.037               45.3                
2015      12        1         0.037               45.3                
2016      1         6         0.076               182.75              
2016      2         8         0.024               30.29               
2016      3         2         0.03                35.78               
2016      4         7         0.024               6.86                
2016      5         4         0.044               114.44              
2016      6         6         0.026               11.85               
2016      7         14        0.027               151.54              
2016      8         8         0.11                138.19              
2016      9         7         0.099               110.51              
2016      10        12        0.069               3009.02             
2016      11        7         0.066               190.69              
2016      12        5         0.066               88.33               
2017      1         11        0.05                22.26               
2017      2         2         0.049               56.64               
2017      3         7         0.05                150.19              
2017      4         4         0.05                44.18               
2017      5         3         0.047               84.25               
2017      6         5         0.056               51.48               
2017      7         10        0.035               216.67              
2017      8         3         0.034               160.6               
2017      9         6         0.049               1107.5              
2017      10        4         0.038               141.72              
2017      11        2         0.047               181.95              
2017      12        4         0.078               293.2               
2018      1         9         0.046               166.24              
2018      2         1         0.031               238.96              
2018      3         6         0.028               400.09              
2018      4         3         0.025               332.62              
2018      5         9         0.023               136.02              
2018      6         6         0.018               106.2               
2018      7         3         0.021               99.69               
2018      8         6         0.023               69.89               
2018      9         3         0.024               100.43              
2018      10        11        0.028               206.67              
2018      11        7         0.025               112.86              
2018      12        3         0.033               69.25               
