Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2015      12        14        0.011               1202.81             
2016      1         18        0.015               1277.76             
2016      2         15        0.01                1109.61             
2016      3         29        0.008               659.05              
2016      4         18        0.005               622.79              
2016      5         16        0.005               669.92              
2016      6         20        0.088               3997.86             
2016      7         21        0.032               5417.07             
2016      8         24        0.012               2710.21             
2016      9         19        0.041               5757.85             
2016      10        17        0.015               3859.68             
2016      11        14        0.011               1953.65             
2016      12        12        0.013               1953.8              
2017      1         16        0.006               661.44              
2017      2         20        0.006               405.34              
2017      3         20        0.007               460.9               
2017      4         27        0.01                687.38              
2017      5         22        0.005               886.47              
2017      6         19        0.012               2430.58             
2017      7         17        0.014               2843.44             
2017      8         14        0.01                1733.64             
2017      9         27        0.007               1995.29             
2017      10        23        0.015               2036.58             
2017      11        27        0.047               1385.29             
2017      12        18        0.01                1085.6              
2018      1         15        0.009               1538.63             
2018      2         22        0.006               544.92              
2018      3         19        0.007               221.04              
2018      4         16        0.006               150.36              
2018      5         14        0.015               1619.0              
2018      6         18        0.009               1107.54             
2018      7         10        0.012               1078.94             
2018      8         16        0.008               1065.31             
2018      9         11        0.01                1304.6              
2018      10        22        0.021               2811.91             
2018      11        19        0.01                843.04              
2018      12        20        0.014               1436.91             
